#{"t_start": 1624019661.6000924, "env_id": "CartPole-v1"}
r,l,t
1.0,1,1.891131
1.0,1,1.892956
1.0,1,1.894759
1.0,1,1.896589
1.0,1,1.898447
1.0,1,1.900235
1.0,1,1.90204
1.0,1,1.903844
1.0,1,1.905569
1.0,1,1.907418
1.0,1,1.909271
1.0,1,1.911112
1.0,1,1.912942
1.0,1,1.914769
1.0,1,1.91661
1.0,1,1.918398
1.0,1,1.920192
1.0,1,1.921961
1.0,1,1.923696
1.0,1,1.925489
1.0,1,1.927274
1.0,1,1.929038
1.0,1,1.930817
1.0,1,1.932599
1.0,1,1.934387
1.0,1,1.936215
1.0,1,1.938045
1.0,1,1.939894
1.0,1,1.941746
1.0,1,1.943608
1.0,1,1.945419
1.0,1,1.947261
1.0,1,1.949109
1.0,1,1.950975
1.0,1,1.95279
1.0,1,1.954631
1.0,1,1.956498
1.0,1,1.958726
1.0,1,1.960723
1.0,1,1.962733
1.0,1,1.964689
1.0,1,1.96667
1.0,1,1.9681
1.0,1,1.969894
1.0,1,1.971747
1.0,1,1.973607
1.0,1,1.975454
1.0,1,1.977295
1.0,1,1.979066
1.0,1,1.980846
1.0,1,1.9826
1.0,1,1.984351
1.0,1,1.98615
1.0,1,1.987999
1.0,1,1.989833
1.0,1,1.991657
1.0,1,1.993457
1.0,1,1.995258
1.0,1,1.997072
1.0,1,1.998909
1.0,1,2.000744
1.0,1,2.002537
1.0,1,2.004372
1.0,1,2.006139
1.0,1,2.007845
1.0,1,2.009609
1.0,1,2.011378
1.0,1,2.013131
1.0,1,2.014891
1.0,1,2.016638
1.0,1,2.018454
1.0,1,2.020243
1.0,1,2.022015
1.0,1,2.02378
1.0,1,2.025481
1.0,1,2.027235
1.0,1,2.029017
1.0,1,2.030754
1.0,1,2.032532
1.0,1,2.034344
1.0,1,2.036146
1.0,1,2.03791
1.0,1,2.039732
1.0,1,2.041491
1.0,1,2.043306
1.0,1,2.045121
1.0,1,2.046958
1.0,1,2.048702
1.0,1,2.050401
1.0,1,2.052154
1.0,1,2.053908
1.0,1,2.055602
1.0,1,2.057391
1.0,1,2.059265
1.0,1,2.061044
1.0,1,2.062811
1.0,1,2.064638
1.0,1,2.066459
1.0,1,2.068279
1.0,1,2.070094
1.0,1,2.071855
1.0,1,2.073673
1.0,1,2.075435
1.0,1,2.077208
1.0,1,2.078965
1.0,1,2.080702
1.0,1,2.082393
1.0,1,2.08415
1.0,1,2.085903
1.0,1,2.087609
1.0,1,2.089377
1.0,1,2.091123
1.0,1,2.092901
1.0,1,2.094645
1.0,1,2.096383
1.0,1,2.098148
1.0,1,2.099915
1.0,1,2.101763
1.0,1,2.103582
1.0,1,2.105386
1.0,1,2.107195
1.0,1,2.109008
1.0,1,2.110824
1.0,1,2.11262
1.0,1,2.114478
1.0,1,2.116325
1.0,1,2.11816
1.0,1,2.119966
1.0,1,2.12182
1.0,1,2.123645
1.0,1,2.125481
1.0,1,2.127302
1.0,1,2.129106
1.0,1,2.130923
1.0,1,2.132735
1.0,1,2.134569
1.0,1,2.136397
1.0,1,2.138183
1.0,1,2.139988
1.0,1,2.141819
1.0,1,2.143628
1.0,1,2.145396
1.0,1,2.147175
1.0,1,2.148936
1.0,1,2.15069
1.0,1,2.15245
1.0,1,2.15424
1.0,1,2.156029
1.0,1,2.157804
1.0,1,2.159596
1.0,1,2.161369
1.0,1,2.163209
1.0,1,2.165022
1.0,1,2.166844
1.0,1,2.168651
1.0,1,2.170448
1.0,1,2.172283
1.0,1,2.174096
1.0,1,2.175902
1.0,1,2.177721
1.0,1,2.179571
1.0,1,2.18139
1.0,1,2.183215
1.0,1,2.185013
1.0,1,2.186834
1.0,1,2.188663
1.0,1,2.19045
1.0,1,2.192246
1.0,1,2.194002
1.0,1,2.195748
1.0,1,2.197527
1.0,1,2.199394
1.0,1,2.201233
1.0,1,2.203048
1.0,1,2.204851
1.0,1,2.206668
1.0,1,2.208484
1.0,1,2.2103
1.0,1,2.212114
1.0,1,2.21393
1.0,1,2.215759
1.0,1,2.217568
1.0,1,2.219378
1.0,1,2.221171
1.0,1,2.222983
1.0,1,2.224734
1.0,1,2.226499
1.0,1,2.228669
1.0,1,2.230529
1.0,1,2.23218
1.0,1,2.234662
1.0,1,2.23707
1.0,1,2.238952
1.0,1,2.240764
1.0,1,2.242586
1.0,1,2.244507
1.0,1,2.246277
1.0,1,2.247984
1.0,1,2.249741
1.0,1,2.251543
1.0,1,2.253302
1.0,1,2.255108
1.0,1,2.256872
1.0,1,2.258615
1.0,1,2.260464
1.0,1,2.262228
1.0,1,2.264
1.0,1,2.265764
1.0,1,2.267499
1.0,1,2.26932
1.0,1,2.271127
1.0,1,2.272945
1.0,1,2.274748
1.0,1,2.27665
1.0,1,2.278437
1.0,1,2.280318
1.0,1,2.282173
1.0,1,2.284068
1.0,1,2.285948
1.0,1,2.287814
1.0,1,2.289697
1.0,1,2.291466
1.0,1,2.295919
1.0,1,2.297769
1.0,1,2.300264
1.0,1,2.302503
1.0,1,2.304834
1.0,1,2.30708
1.0,1,2.308925
1.0,1,2.310689
1.0,1,2.312473
1.0,1,2.314413
1.0,1,2.316378
1.0,1,2.318188
1.0,1,2.319984
1.0,1,2.321803
1.0,1,2.323607
1.0,1,2.325393
1.0,1,2.327241
1.0,1,2.329078
1.0,1,2.33093
1.0,1,2.332745
1.0,1,2.334575
1.0,1,2.336408
1.0,1,2.338269
1.0,1,2.340117
1.0,1,2.341977
1.0,1,2.343862
1.0,1,2.34568
1.0,1,2.347475
1.0,1,2.349291
1.0,1,2.351087
1.0,1,2.352854
1.0,1,2.354678
1.0,1,2.356532
1.0,1,2.358563
1.0,1,2.360442
1.0,1,2.362278
1.0,1,2.36413
1.0,1,2.365981
1.0,1,2.367847
1.0,1,2.369696
1.0,1,2.371563
1.0,1,2.373642
1.0,1,2.375512
1.0,1,2.377365
1.0,1,2.379201
1.0,1,2.381036
1.0,1,2.382869
1.0,1,2.385049
1.0,1,2.387245
1.0,1,2.389591
1.0,1,2.391383
1.0,1,2.393351
1.0,1,2.395166
1.0,1,2.396865
1.0,1,2.398516
1.0,1,2.40014
1.0,1,2.401813
1.0,1,2.403655
1.0,1,2.405725
1.0,1,2.40748
1.0,1,2.409581
1.0,1,2.411491
1.0,1,2.413679
1.0,1,2.41574
1.0,1,2.417512
1.0,1,2.419497
1.0,1,2.421418
1.0,1,2.423311
1.0,1,2.425203
1.0,1,2.427156
1.0,1,2.428937
1.0,1,2.430698
1.0,1,2.432491
1.0,1,2.434245
1.0,1,2.436064
1.0,1,2.43784
1.0,1,2.439615
1.0,1,2.441405
1.0,1,2.443187
1.0,1,2.444965
1.0,1,2.446823
1.0,1,2.448658
1.0,1,2.450455
1.0,1,2.452273
1.0,1,2.454057
1.0,1,2.455884
1.0,1,2.457677
1.0,1,2.459472
1.0,1,2.461318
1.0,1,2.463171
1.0,1,2.464999
1.0,1,2.466827
1.0,1,2.468648
1.0,1,2.470407
1.0,1,2.472194
1.0,1,2.474017
1.0,1,2.47587
1.0,1,2.477723
1.0,1,2.479561
1.0,1,2.481399
1.0,1,2.483202
1.0,1,2.484981
1.0,1,2.486759
1.0,1,2.488543
1.0,1,2.490329
1.0,1,2.492119
1.0,1,2.493896
1.0,1,2.495645
1.0,1,2.497404
1.0,1,2.499184
1.0,1,2.501031
1.0,1,2.502902
1.0,1,2.504679
1.0,1,2.506681
1.0,1,2.508496
1.0,1,2.510334
1.0,1,2.512164
1.0,1,2.513955
1.0,1,2.515811
1.0,1,2.517529
1.0,1,2.519272
1.0,1,2.520983
1.0,1,2.522682
1.0,1,2.52442
1.0,1,2.526143
1.0,1,2.527877
1.0,1,2.529623
1.0,1,2.531351
1.0,1,2.533104
1.0,1,2.534934
1.0,1,2.536726
1.0,1,2.538444
1.0,1,2.540343
1.0,1,2.54227
1.0,1,2.544207
1.0,1,2.546162
1.0,1,2.548162
1.0,1,2.550131
1.0,1,2.55221
1.0,1,2.554291
1.0,1,2.556191
1.0,1,2.558202
1.0,1,2.560132
1.0,1,2.561983
1.0,1,2.563867
1.0,1,2.565687
1.0,1,2.567511
1.0,1,2.569277
1.0,1,2.571033
1.0,1,2.572791
1.0,1,2.574583
1.0,1,2.57646
1.0,1,2.578258
1.0,1,2.580032
1.0,1,2.581877
1.0,1,2.583774
1.0,1,2.589059
1.0,1,2.591359
1.0,1,2.59358
1.0,1,2.595597
1.0,1,2.597905
1.0,1,2.600172
1.0,1,2.602406
1.0,1,2.604212
1.0,1,2.605986
1.0,1,2.607757
1.0,1,2.609614
1.0,1,2.611435
1.0,1,2.61325
1.0,1,2.615048
1.0,1,2.616838
1.0,1,2.618601
1.0,1,2.620432
1.0,1,2.622223
1.0,1,2.624107
1.0,1,2.625973
1.0,1,2.627846
1.0,1,2.629695
1.0,1,2.631513
1.0,1,2.633315
1.0,1,2.635117
1.0,1,2.636854
1.0,1,2.638683
1.0,1,2.640504
1.0,1,2.642338
1.0,1,2.644128
1.0,1,2.645966
1.0,1,2.647804
1.0,1,2.649647
1.0,1,2.651531
1.0,1,2.653396
1.0,1,2.655267
1.0,1,2.657025
1.0,1,2.658816
1.0,1,2.660632
1.0,1,2.662388
1.0,1,2.66428
1.0,1,2.666115
1.0,1,2.667939
1.0,1,2.6698
1.0,1,2.671642
1.0,1,2.673404
1.0,1,2.675223
1.0,1,2.676989
1.0,1,2.67873
1.0,1,2.680525
1.0,1,2.682417
1.0,1,2.684224
1.0,1,2.686051
1.0,1,2.687921
1.0,1,2.689703
1.0,1,2.691463
1.0,1,2.693249
1.0,1,2.694846
1.0,1,2.696756
1.0,1,2.698554
1.0,1,2.7004
1.0,1,2.702268
1.0,1,2.70406
1.0,1,2.705958
1.0,1,2.707722
1.0,1,2.709506
1.0,1,2.711282
1.0,1,2.713071
1.0,1,2.714863
1.0,1,2.716622
1.0,1,2.718446
1.0,1,2.720243
1.0,1,2.722016
1.0,1,2.723893
1.0,1,2.72569
1.0,1,2.727439
1.0,1,2.729222
1.0,1,2.730851
1.0,1,2.732746
1.0,1,2.734595
1.0,1,2.736372
1.0,1,2.738159
1.0,1,2.73991
1.0,1,2.741662
1.0,1,2.74342
1.0,1,2.745191
1.0,1,2.746827
1.0,1,2.74864
1.0,1,2.750645
1.0,1,2.752429
1.0,1,2.754429
1.0,1,2.756639
1.0,1,2.758636
1.0,1,2.760312
1.0,1,2.762189
1.0,1,2.764075
1.0,1,2.766098
1.0,1,2.768071
1.0,1,2.77002
1.0,1,2.771959
1.0,1,2.773781
1.0,1,2.775588
1.0,1,2.77737
1.0,1,2.77932
1.0,1,2.781203
1.0,1,2.783014
1.0,1,2.784848
1.0,1,2.786618
1.0,1,2.788466
1.0,1,2.790262
1.0,1,2.792036
1.0,1,2.793786
1.0,1,2.795706
1.0,1,2.797562
1.0,1,2.799643
1.0,1,2.801698
1.0,1,2.803777
1.0,1,2.805804
1.0,1,2.807834
1.0,1,2.809661
1.0,1,2.811574
1.0,1,2.813402
1.0,1,2.815226
1.0,1,2.817015
1.0,1,2.818836
1.0,1,2.820616
1.0,1,2.822388
1.0,1,2.824152
1.0,1,2.825898
1.0,1,2.827711
1.0,1,2.829498
1.0,1,2.83129
1.0,1,2.833053
1.0,1,2.83483
1.0,1,2.836624
1.0,1,2.83845
1.0,1,2.840311
1.0,1,2.842147
1.0,1,2.844082
1.0,1,2.845924
1.0,1,2.847778
1.0,1,2.849606
1.0,1,2.851455
1.0,1,2.853278
1.0,1,2.855108
1.0,1,2.856969
1.0,1,2.858808
1.0,1,2.86067
1.0,1,2.862511
1.0,1,2.864746
1.0,1,2.866982
1.0,1,2.869203
1.0,1,2.870868
1.0,1,2.872804
1.0,1,2.874711
1.0,1,2.876218
1.0,1,2.878143
1.0,1,2.87998
1.0,1,2.881792
1.0,1,2.883633
1.0,1,2.88567
1.0,1,2.887543
1.0,1,2.889428
1.0,1,2.891339
1.0,1,2.893205
1.0,1,2.895076
1.0,1,2.896817
1.0,1,2.898565
1.0,1,2.900406
1.0,1,2.902176
1.0,1,2.903962
1.0,1,2.905777
1.0,1,2.907999
1.0,1,2.909818
1.0,1,2.911637
1.0,1,2.913438
1.0,1,2.91525
1.0,1,2.917103
1.0,1,2.918864
1.0,1,2.920725
1.0,1,2.922536
1.0,1,2.924301
1.0,1,2.926028
1.0,1,2.927812
1.0,1,2.929631
1.0,1,2.931462
1.0,1,2.933278
1.0,1,2.935102
1.0,1,2.936903
1.0,1,2.938719
1.0,1,2.940597
1.0,1,2.942423
1.0,1,2.944254
1.0,1,2.946103
1.0,1,2.94796
1.0,1,2.949731
1.0,1,2.951509
1.0,1,2.95328
1.0,1,2.95506
1.0,1,2.956872
1.0,1,2.958711
1.0,1,2.960582
1.0,1,2.962419
1.0,1,2.964272
1.0,1,2.966316
1.0,1,2.96815
1.0,1,2.970039
1.0,1,2.97192
1.0,1,2.973786
1.0,1,2.97563
1.0,1,2.977453
1.0,1,2.979287
1.0,1,2.981151
1.0,1,2.982865
1.0,1,2.984725
1.0,1,2.986624
1.0,1,2.98911
1.0,1,2.991266
1.0,1,2.993417
1.0,1,2.995518
1.0,1,2.997817
1.0,1,3.000261
1.0,1,3.002353
1.0,1,3.004249
1.0,1,3.0062
1.0,1,3.008127
1.0,1,3.009777
1.0,1,3.011632
1.0,1,3.013504
1.0,1,3.015343
1.0,1,3.017177
1.0,1,3.01901
1.0,1,3.020917
1.0,1,3.022746
1.0,1,3.024614
1.0,1,3.026471
1.0,1,3.028253
1.0,1,3.030014
1.0,1,3.031767
1.0,1,3.033508
1.0,1,3.035286
1.0,1,3.037143
1.0,1,3.039006
1.0,1,3.040846
1.0,1,3.042678
1.0,1,3.044462
1.0,1,3.046227
1.0,1,3.047958
1.0,1,3.04969
1.0,1,3.05141
1.0,1,3.053183
1.0,1,3.054918
1.0,1,3.056659
1.0,1,3.058323
1.0,1,3.060051
1.0,1,3.061822
1.0,1,3.063583
1.0,1,3.065369
1.0,1,3.067158
1.0,1,3.068948
1.0,1,3.070811
1.0,1,3.072644
1.0,1,3.074466
1.0,1,3.076314
1.0,1,3.078152
1.0,1,3.080004
1.0,1,3.081878
1.0,1,3.083726
1.0,1,3.085587
1.0,1,3.08744
1.0,1,3.089274
1.0,1,3.091108
1.0,1,3.092938
1.0,1,3.094746
1.0,1,3.09656
1.0,1,3.098307
1.0,1,3.100079
1.0,1,3.101828
1.0,1,3.10356
1.0,1,3.105295
1.0,1,3.107073
1.0,1,3.108899
1.0,1,3.110647
1.0,1,3.112428
1.0,1,3.114193
1.0,1,3.116066
1.0,1,3.117922
1.0,1,3.119763
1.0,1,3.121594
1.0,1,3.123539
1.0,1,3.125447
1.0,1,3.127294
1.0,1,3.129114
1.0,1,3.130967
1.0,1,3.132795
1.0,1,3.134555
1.0,1,3.1364
1.0,1,3.138159
1.0,1,3.139902
1.0,1,3.141768
1.0,1,3.143739
1.0,1,3.145527
1.0,1,3.147316
1.0,1,3.149318
1.0,1,3.151184
1.0,1,3.153037
1.0,1,3.15483
1.0,1,3.156624
1.0,1,3.158437
1.0,1,3.160285
1.0,1,3.162133
1.0,1,3.164014
1.0,1,3.165877
1.0,1,3.167727
1.0,1,3.169554
1.0,1,3.171425
1.0,1,3.173307
1.0,1,3.175157
1.0,1,3.17692
1.0,1,3.178663
1.0,1,3.180433
1.0,1,3.182384
1.0,1,3.185079
1.0,1,3.186971
1.0,1,3.189218
1.0,1,3.191579
1.0,1,3.193333
1.0,1,3.195064
1.0,1,3.196838
1.0,1,3.198578
1.0,1,3.20033
1.0,1,3.202071
1.0,1,3.203882
1.0,1,3.205647
1.0,1,3.207433
1.0,1,3.209218
1.0,1,3.211139
1.0,1,3.21304
1.0,1,3.214916
1.0,1,3.216775
1.0,1,3.218657
1.0,1,3.220517
1.0,1,3.222384
1.0,1,3.224201
1.0,1,3.226068
1.0,1,3.227943
1.0,1,3.229831
1.0,1,3.231706
1.0,1,3.233567
1.0,1,3.235441
1.0,1,3.237226
1.0,1,3.239038
1.0,1,3.240824
1.0,1,3.242578
1.0,1,3.244492
1.0,1,3.246382
1.0,1,3.248287
1.0,1,3.250158
1.0,1,3.251989
1.0,1,3.253841
1.0,1,3.255674
1.0,1,3.257473
1.0,1,3.259245
1.0,1,3.261037
1.0,1,3.262948
1.0,1,3.264829
1.0,1,3.266711
1.0,1,3.268606
1.0,1,3.270658
1.0,1,3.272243
1.0,1,3.27406
1.0,1,3.275883
1.0,1,3.277655
1.0,1,3.279547
1.0,1,3.281406
1.0,1,3.283261
1.0,1,3.285141
1.0,1,3.287029
1.0,1,3.288798
1.0,1,3.290587
1.0,1,3.292425
1.0,1,3.294194
1.0,1,3.29599
1.0,1,3.297771
1.0,1,3.299852
1.0,1,3.301411
1.0,1,3.303312
1.0,1,3.305174
1.0,1,3.307056
1.0,1,3.308974
1.0,1,3.310901
1.0,1,3.312803
1.0,1,3.314626
1.0,1,3.31645
1.0,1,3.318275
1.0,1,3.320073
1.0,1,3.321937
1.0,1,3.323837
1.0,1,3.325728
1.0,1,3.327598
1.0,1,3.329473
1.0,1,3.331343
1.0,1,3.33322
1.0,1,3.334985
1.0,1,3.336705
1.0,1,3.338407
1.0,1,3.340175
1.0,1,3.34196
1.0,1,3.343778
1.0,1,3.345555
1.0,1,3.347396
1.0,1,3.349354
1.0,1,3.351238
1.0,1,3.353128
1.0,1,3.354999
1.0,1,3.356889
1.0,1,3.35876
1.0,1,3.360595
1.0,1,3.362381
1.0,1,3.364156
1.0,1,3.365967
1.0,1,3.367775
1.0,1,3.369564
1.0,1,3.371334
1.0,1,3.373158
1.0,1,3.375
1.0,1,3.376833
1.0,1,3.378596
1.0,1,3.380369
1.0,1,3.382207
1.0,1,3.384011
1.0,1,3.385837
1.0,1,3.387654
1.0,1,3.389818
1.0,1,3.391607
1.0,1,3.393409
1.0,1,3.395271
1.0,1,3.397134
1.0,1,3.399004
1.0,1,3.400843
1.0,1,3.402676
1.0,1,3.404603
1.0,1,3.407204
1.0,1,3.409425
1.0,1,3.411381
1.0,1,3.413369
1.0,1,3.415359
1.0,1,3.417314
1.0,1,3.419275
1.0,1,3.421129
1.0,1,3.422984
1.0,1,3.424823
1.0,1,3.426667
1.0,1,3.428502
1.0,1,3.43035
1.0,1,3.432219
1.0,1,3.434067
1.0,1,3.435903
1.0,1,3.437688
1.0,1,3.439485
1.0,1,3.44125
1.0,1,3.443036
1.0,1,3.444797
1.0,1,3.446616
1.0,1,3.448489
1.0,1,3.450317
1.0,1,3.452103
1.0,1,3.454013
1.0,1,3.455858
1.0,1,3.457672
1.0,1,3.4595
1.0,1,3.461306
1.0,1,3.463126
1.0,1,3.464816
1.0,1,3.466833
1.0,1,3.468721
1.0,1,3.47059
1.0,1,3.47246
1.0,1,3.474298
1.0,1,3.476079
1.0,1,3.477934
1.0,1,3.479826
1.0,1,3.481634
1.0,1,3.483441
1.0,1,3.485219
1.0,1,3.487018
1.0,1,3.48879
1.0,1,3.490603
1.0,1,3.492466
1.0,1,3.494309
1.0,1,3.496273
1.0,1,3.49813
1.0,1,3.499972
1.0,1,3.501769
1.0,1,3.503628
1.0,1,3.505465
1.0,1,3.507325
1.0,1,3.509156
1.0,1,3.51103
1.0,1,3.512854
1.0,1,3.514713
1.0,1,3.516501
1.0,1,3.51829
1.0,1,3.520067
1.0,1,3.521886
1.0,1,3.523729
1.0,1,3.52552
1.0,1,3.527317
1.0,1,3.529138
1.0,1,3.530956
1.0,1,3.532743
1.0,1,3.534508
1.0,1,3.536345
1.0,1,3.538183
1.0,1,3.539975
1.0,1,3.541739
1.0,1,3.543498
1.0,1,3.545237
1.0,1,3.546979
1.0,1,3.548738
1.0,1,3.550718
1.0,1,3.552642
1.0,1,3.554481
1.0,1,3.556347
1.0,1,3.558145
1.0,1,3.559839
1.0,1,3.561592
1.0,1,3.563318
1.0,1,3.565064
1.0,1,3.566823
1.0,1,3.568573
1.0,1,3.570263
1.0,1,3.572018
1.0,1,3.573753
1.0,1,3.575559
1.0,1,3.577388
1.0,1,3.579252
1.0,1,3.581081
1.0,1,3.582962
1.0,1,3.588807
1.0,1,3.591118
1.0,1,3.59289
1.0,1,3.594603
1.0,1,3.596275
1.0,1,3.597991
1.0,1,3.600148
1.0,1,3.602315
1.0,1,3.604819
1.0,1,3.607113
1.0,1,3.608968
1.0,1,3.610884
1.0,1,3.613034
1.0,1,3.615173
1.0,1,3.616899
1.0,1,3.619056
1.0,1,3.621179
1.0,1,3.623286
1.0,1,3.625276
1.0,1,3.642648
1.0,1,3.644578
1.0,1,3.646376
1.0,1,3.648092
1.0,1,3.649715
1.0,1,3.651384
1.0,1,3.653611
1.0,1,3.65616
1.0,1,3.657871
1.0,1,3.660062
1.0,1,3.661901
1.0,1,3.664102
1.0,1,3.666225
1.0,1,3.668465
1.0,1,3.67138
