#{"t_start": 1624019661.6035683, "env_id": "CartPole-v1"}
r,l,t
1.0,1,2.479916
1.0,1,2.481693
1.0,1,2.483399
1.0,1,2.485255
1.0,1,2.487042
1.0,1,2.488832
1.0,1,2.490584
1.0,1,2.492334
1.0,1,2.494108
1.0,1,2.495906
1.0,1,2.497748
1.0,1,2.499616
1.0,1,2.501359
1.0,1,2.503373
1.0,1,2.505205
1.0,1,2.50703
1.0,1,2.508863
1.0,1,2.510656
1.0,1,2.512453
1.0,1,2.514227
1.0,1,2.515959
1.0,1,2.517667
1.0,1,2.519401
1.0,1,2.521114
1.0,1,2.52283
1.0,1,2.524566
1.0,1,2.526307
1.0,1,2.528044
1.0,1,2.529815
1.0,1,2.531636
1.0,1,2.533398
1.0,1,2.535115
1.0,1,2.537066
1.0,1,2.538984
1.0,1,2.540919
1.0,1,2.542887
1.0,1,2.544886
1.0,1,2.546857
1.0,1,2.548942
1.0,1,2.551015
1.0,1,2.552764
1.0,1,2.554757
1.0,1,2.556708
1.0,1,2.558537
1.0,1,2.56042
1.0,1,2.562241
1.0,1,2.564063
1.0,1,2.565829
1.0,1,2.567585
1.0,1,2.569371
1.0,1,2.571132
1.0,1,2.573012
1.0,1,2.574796
1.0,1,2.576609
1.0,1,2.578432
1.0,1,2.580326
1.0,1,2.585605
1.0,1,2.587919
1.0,1,2.590122
1.0,1,2.592145
1.0,1,2.594455
1.0,1,2.596735
1.0,1,2.598934
1.0,1,2.600776
1.0,1,2.602535
1.0,1,2.604327
1.0,1,2.60616
1.0,1,2.607954
1.0,1,2.609797
1.0,1,2.611574
1.0,1,2.613382
1.0,1,2.615149
1.0,1,2.616983
1.0,1,2.618801
1.0,1,2.620649
1.0,1,2.622515
1.0,1,2.624378
1.0,1,2.62624
1.0,1,2.628053
1.0,1,2.62986
1.0,1,2.631641
1.0,1,2.63342
1.0,1,2.635205
1.0,1,2.637041
1.0,1,2.638863
1.0,1,2.640695
1.0,1,2.642492
1.0,1,2.644327
1.0,1,2.646168
1.0,1,2.648083
1.0,1,2.649939
1.0,1,2.651794
1.0,1,2.653548
1.0,1,2.655332
1.0,1,2.657173
1.0,1,2.658956
1.0,1,2.660823
1.0,1,2.662658
1.0,1,2.664503
1.0,1,2.666342
1.0,1,2.668182
1.0,1,2.66995
1.0,1,2.671766
1.0,1,2.673515
1.0,1,2.675253
1.0,1,2.677092
1.0,1,2.678941
1.0,1,2.680763
1.0,1,2.682575
1.0,1,2.684463
1.0,1,2.686228
1.0,1,2.688003
1.0,1,2.689787
1.0,1,2.691558
1.0,1,2.693313
1.0,1,2.694963
1.0,1,2.696968
1.0,1,2.698817
1.0,1,2.700636
1.0,1,2.702483
1.0,1,2.704259
1.0,1,2.706031
1.0,1,2.707835
1.0,1,2.709614
1.0,1,2.7114
1.0,1,2.713194
1.0,1,2.714985
1.0,1,2.716777
1.0,1,2.718542
1.0,1,2.720434
1.0,1,2.722217
1.0,1,2.723979
1.0,1,2.725748
1.0,1,2.727545
1.0,1,2.72932
1.0,1,2.731117
1.0,1,2.732914
1.0,1,2.734685
1.0,1,2.736447
1.0,1,2.738187
1.0,1,2.739958
1.0,1,2.741734
1.0,1,2.743532
1.0,1,2.74534
1.0,1,2.747339
1.0,1,2.749097
1.0,1,2.751302
1.0,1,2.753313
1.0,1,2.755148
1.0,1,2.757055
1.0,1,2.75893
1.0,1,2.760941
1.0,1,2.762969
1.0,1,2.764941
1.0,1,2.766867
1.0,1,2.768625
1.0,1,2.770439
1.0,1,2.772293
1.0,1,2.774086
1.0,1,2.776035
1.0,1,2.777911
1.0,1,2.779724
1.0,1,2.781514
1.0,1,2.783299
1.0,1,2.78517
1.0,1,2.786963
1.0,1,2.788705
1.0,1,2.790455
1.0,1,2.792378
1.0,1,2.79423
1.0,1,2.796134
1.0,1,2.798027
1.0,1,2.800158
1.0,1,2.802172
1.0,1,2.8042
1.0,1,2.806033
1.0,1,2.807944
1.0,1,2.809775
1.0,1,2.811596
1.0,1,2.813392
1.0,1,2.815193
1.0,1,2.816991
1.0,1,2.818768
1.0,1,2.82053
1.0,1,2.822268
1.0,1,2.82408
1.0,1,2.825875
1.0,1,2.827664
1.0,1,2.829433
1.0,1,2.831203
1.0,1,2.832991
1.0,1,2.834822
1.0,1,2.836682
1.0,1,2.838518
1.0,1,2.840457
1.0,1,2.842297
1.0,1,2.844148
1.0,1,2.84598
1.0,1,2.847843
1.0,1,2.849649
1.0,1,2.851498
1.0,1,2.853342
1.0,1,2.855172
1.0,1,2.857211
1.0,1,2.859049
1.0,1,2.861258
1.0,1,2.863535
1.0,1,2.865752
1.0,1,2.867448
1.0,1,2.869146
1.0,1,2.871043
1.0,1,2.872948
1.0,1,2.874875
1.0,1,2.876724
1.0,1,2.878515
1.0,1,2.880553
1.0,1,2.88257
1.0,1,2.884265
1.0,1,2.886153
1.0,1,2.888066
1.0,1,2.889922
1.0,1,2.891787
1.0,1,2.893529
1.0,1,2.89528
1.0,1,2.897117
1.0,1,2.898885
1.0,1,2.900694
1.0,1,2.902495
1.0,1,2.904323
1.0,1,2.906354
1.0,1,2.908172
1.0,1,2.909997
1.0,1,2.911783
1.0,1,2.91364
1.0,1,2.9154
1.0,1,2.917265
1.0,1,2.919093
1.0,1,2.920842
1.0,1,2.922559
1.0,1,2.924348
1.0,1,2.926161
1.0,1,2.928015
1.0,1,2.929813
1.0,1,2.931654
1.0,1,2.933419
1.0,1,2.935253
1.0,1,2.937137
1.0,1,2.938955
1.0,1,2.940788
1.0,1,2.94264
1.0,1,2.944498
1.0,1,2.946265
1.0,1,2.948041
1.0,1,2.949816
1.0,1,2.951594
1.0,1,2.953388
1.0,1,2.955248
1.0,1,2.957122
1.0,1,2.958975
1.0,1,2.960807
1.0,1,2.962849
1.0,1,2.964687
1.0,1,2.966574
1.0,1,2.968458
1.0,1,2.970316
1.0,1,2.972165
1.0,1,2.973989
1.0,1,2.975825
1.0,1,2.977686
1.0,1,2.979383
1.0,1,2.981239
1.0,1,2.983118
1.0,1,2.985393
1.0,1,2.987638
1.0,1,2.989792
1.0,1,2.991875
1.0,1,2.994212
1.0,1,2.996435
1.0,1,2.998698
1.0,1,3.000593
1.0,1,3.002544
1.0,1,3.004473
1.0,1,3.00648
1.0,1,3.00834
1.0,1,3.010202
1.0,1,3.012043
1.0,1,3.013872
1.0,1,3.015712
1.0,1,3.017598
1.0,1,3.019399
1.0,1,3.021316
1.0,1,3.023173
1.0,1,3.024945
1.0,1,3.026684
1.0,1,3.028455
1.0,1,3.030196
1.0,1,3.031983
1.0,1,3.033846
1.0,1,3.035706
1.0,1,3.037544
1.0,1,3.039414
1.0,1,3.041142
1.0,1,3.042897
1.0,1,3.044635
1.0,1,3.04636
1.0,1,3.048103
1.0,1,3.049873
1.0,1,3.051611
1.0,1,3.053328
1.0,1,3.05501
1.0,1,3.056755
1.0,1,3.058516
1.0,1,3.060275
1.0,1,3.062063
1.0,1,3.063853
1.0,1,3.065661
1.0,1,3.067505
1.0,1,3.069344
1.0,1,3.071165
1.0,1,3.073016
1.0,1,3.074852
1.0,1,3.076705
1.0,1,3.078575
1.0,1,3.080438
1.0,1,3.082283
1.0,1,3.084141
1.0,1,3.085972
1.0,1,3.087811
1.0,1,3.089633
1.0,1,3.091399
1.0,1,3.093257
1.0,1,3.094995
1.0,1,3.096774
1.0,1,3.098515
1.0,1,3.100248
1.0,1,3.102
1.0,1,3.103768
1.0,1,3.105592
1.0,1,3.107346
1.0,1,3.109121
1.0,1,3.110913
1.0,1,3.112771
1.0,1,3.114618
1.0,1,3.116464
1.0,1,3.118294
1.0,1,3.120226
1.0,1,3.122128
1.0,1,3.124009
1.0,1,3.125827
1.0,1,3.127667
1.0,1,3.129471
1.0,1,3.131258
1.0,1,3.133101
1.0,1,3.13483
1.0,1,3.136633
1.0,1,3.138483
1.0,1,3.140094
1.0,1,3.14189
1.0,1,3.143677
1.0,1,3.145667
1.0,1,3.147535
1.0,1,3.149418
1.0,1,3.151208
1.0,1,3.15301
1.0,1,3.154826
1.0,1,3.15664
1.0,1,3.158483
1.0,1,3.160358
1.0,1,3.16223
1.0,1,3.16408
1.0,1,3.165915
1.0,1,3.16778
1.0,1,3.169666
1.0,1,3.171516
1.0,1,3.173307
1.0,1,3.175054
1.0,1,3.177154
1.0,1,3.179103
1.0,1,3.181337
1.0,1,3.183911
1.0,1,3.18617
1.0,1,3.188301
1.0,1,3.190036
1.0,1,3.191755
1.0,1,3.193547
1.0,1,3.195287
1.0,1,3.197034
1.0,1,3.198758
1.0,1,3.200598
1.0,1,3.202343
1.0,1,3.204142
1.0,1,3.205925
1.0,1,3.207894
1.0,1,3.209762
1.0,1,3.211634
1.0,1,3.213469
1.0,1,3.215358
1.0,1,3.21724
1.0,1,3.219101
1.0,1,3.220895
1.0,1,3.222756
1.0,1,3.22469
1.0,1,3.226547
1.0,1,3.228425
1.0,1,3.230294
1.0,1,3.232162
1.0,1,3.233943
1.0,1,3.23575
1.0,1,3.237534
1.0,1,3.239265
1.0,1,3.241239
1.0,1,3.243073
1.0,1,3.244987
1.0,1,3.246845
1.0,1,3.248692
1.0,1,3.250555
1.0,1,3.252389
1.0,1,3.254183
1.0,1,3.255903
1.0,1,3.257785
1.0,1,3.259671
1.0,1,3.261547
1.0,1,3.2634
1.0,1,3.265144
1.0,1,3.267033
1.0,1,3.268954
1.0,1,3.270769
1.0,1,3.27257
1.0,1,3.274368
1.0,1,3.276259
1.0,1,3.278114
1.0,1,3.279977
1.0,1,3.281854
1.0,1,3.283737
1.0,1,3.285504
1.0,1,3.287296
1.0,1,3.289109
1.0,1,3.290874
1.0,1,3.292698
1.0,1,3.294478
1.0,1,3.296285
1.0,1,3.298153
1.0,1,3.300032
1.0,1,3.301922
1.0,1,3.303783
1.0,1,3.305691
1.0,1,3.307615
1.0,1,3.309499
1.0,1,3.311323
1.0,1,3.313139
1.0,1,3.314958
1.0,1,3.316785
1.0,1,3.31865
1.0,1,3.320508
1.0,1,3.322439
1.0,1,3.324307
1.0,1,3.326175
1.0,1,3.328053
1.0,1,3.329926
1.0,1,3.33168
1.0,1,3.333377
1.0,1,3.335103
1.0,1,3.336873
1.0,1,3.338667
1.0,1,3.340462
1.0,1,3.342253
1.0,1,3.344073
1.0,1,3.346061
1.0,1,3.347945
1.0,1,3.349832
1.0,1,3.35171
1.0,1,3.353569
1.0,1,3.355478
1.0,1,3.357286
1.0,1,3.359056
1.0,1,3.360832
1.0,1,3.362671
1.0,1,3.364476
1.0,1,3.36626
1.0,1,3.368037
1.0,1,3.369867
1.0,1,3.371705
1.0,1,3.37351
1.0,1,3.375271
1.0,1,3.377047
1.0,1,3.378912
1.0,1,3.380714
1.0,1,3.382537
1.0,1,3.384332
1.0,1,3.386136
1.0,1,3.388327
1.0,1,3.389949
1.0,1,3.391813
1.0,1,3.393679
1.0,1,3.395378
1.0,1,3.397398
1.0,1,3.399235
1.0,1,3.401586
1.0,1,3.403931
1.0,1,3.405978
1.0,1,3.40793
1.0,1,3.409925
1.0,1,3.411915
1.0,1,3.413869
1.0,1,3.415828
1.0,1,3.417669
1.0,1,3.419379
1.0,1,3.421354
1.0,1,3.423223
1.0,1,3.425058
1.0,1,3.426905
1.0,1,3.428771
1.0,1,3.430631
1.0,1,3.432439
1.0,1,3.43424
1.0,1,3.436041
1.0,1,3.437807
1.0,1,3.439591
1.0,1,3.441333
1.0,1,3.443171
1.0,1,3.445052
1.0,1,3.446877
1.0,1,3.448684
1.0,1,3.450578
1.0,1,3.452415
1.0,1,3.454233
1.0,1,3.456056
1.0,1,3.457859
1.0,1,3.459698
1.0,1,3.461552
1.0,1,3.463581
1.0,1,3.465427
1.0,1,3.467293
1.0,1,3.469161
1.0,1,3.470973
1.0,1,3.47278
1.0,1,3.474632
1.0,1,3.476531
1.0,1,3.478325
1.0,1,3.480136
1.0,1,3.481915
1.0,1,3.483711
1.0,1,3.485476
1.0,1,3.487302
1.0,1,3.489164
1.0,1,3.490987
1.0,1,3.492975
1.0,1,3.494828
1.0,1,3.496654
1.0,1,3.49847
1.0,1,3.500327
1.0,1,3.502162
1.0,1,3.504024
1.0,1,3.505853
1.0,1,3.507727
1.0,1,3.509531
1.0,1,3.511419
1.0,1,3.513194
1.0,1,3.514982
1.0,1,3.516613
1.0,1,3.518434
1.0,1,3.520277
1.0,1,3.522067
1.0,1,3.524023
1.0,1,3.525839
1.0,1,3.527629
1.0,1,3.529407
1.0,1,3.531189
1.0,1,3.533047
1.0,1,3.534856
1.0,1,3.536645
1.0,1,3.538451
1.0,1,3.540207
1.0,1,3.541945
1.0,1,3.543661
1.0,1,3.54529
1.0,1,3.547258
1.0,1,3.549363
1.0,1,3.551202
1.0,1,3.553044
1.0,1,3.554848
1.0,1,3.556555
1.0,1,3.558303
1.0,1,3.560039
1.0,1,3.561757
1.0,1,3.563549
1.0,1,3.565269
1.0,1,3.566951
1.0,1,3.568708
1.0,1,3.570452
1.0,1,3.572288
1.0,1,3.574112
1.0,1,3.57598
1.0,1,3.577782
1.0,1,3.579658
1.0,1,3.585316
1.0,1,3.587592
1.0,1,3.589384
1.0,1,3.591093
1.0,1,3.592809
1.0,1,3.594436
1.0,1,3.59653
1.0,1,3.598657
1.0,1,3.601125
1.0,1,3.603297
1.0,1,3.605286
1.0,1,3.607254
1.0,1,3.609349
1.0,1,3.61153
1.0,1,3.613627
1.0,1,3.615806
1.0,1,3.617926
1.0,1,3.62002
1.0,1,3.621984
1.0,1,3.639438
1.0,1,3.641301
1.0,1,3.643091
1.0,1,3.644902
1.0,1,3.646439
1.0,1,3.6481
1.0,1,3.649844
1.0,1,3.652445
1.0,1,3.654594
1.0,1,3.656392
1.0,1,3.658618
1.0,1,3.660859
1.0,1,3.662908
1.0,1,3.665503
1.0,1,3.668163
