#{"t_start": 1624019661.59571, "env_id": "CartPole-v1"}
r,l,t
1.0,1,1.508316
1.0,1,1.510156
1.0,1,1.512002
1.0,1,1.513804
1.0,1,1.515636
1.0,1,1.517453
1.0,1,1.519338
1.0,1,1.521179
1.0,1,1.522981
1.0,1,1.524767
1.0,1,1.526646
1.0,1,1.528473
1.0,1,1.530275
1.0,1,1.532101
1.0,1,1.533929
1.0,1,1.535818
1.0,1,1.537679
1.0,1,1.539506
1.0,1,1.541214
1.0,1,1.543015
1.0,1,1.544781
1.0,1,1.546443
1.0,1,1.548131
1.0,1,1.549846
1.0,1,1.551699
1.0,1,1.553483
1.0,1,1.555257
1.0,1,1.557029
1.0,1,1.558841
1.0,1,1.560669
1.0,1,1.562479
1.0,1,1.564282
1.0,1,1.566043
1.0,1,1.567865
1.0,1,1.569669
1.0,1,1.571449
1.0,1,1.573202
1.0,1,1.575074
1.0,1,1.5769
1.0,1,1.578769
1.0,1,1.580593
1.0,1,1.582421
1.0,1,1.584128
1.0,1,1.585737
1.0,1,1.587376
1.0,1,1.593989
1.0,1,1.596337
1.0,1,1.598536
1.0,1,1.600027
1.0,1,1.602159
1.0,1,1.604252
1.0,1,1.606237
1.0,1,1.608119
1.0,1,1.609949
1.0,1,1.611775
1.0,1,1.61359
1.0,1,1.615519
1.0,1,1.617283
1.0,1,1.61902
1.0,1,1.620767
1.0,1,1.622571
1.0,1,1.624327
1.0,1,1.626032
1.0,1,1.627735
1.0,1,1.629429
1.0,1,1.631217
1.0,1,1.632979
1.0,1,1.634744
1.0,1,1.636462
1.0,1,1.63828
1.0,1,1.640074
1.0,1,1.641889
1.0,1,1.643687
1.0,1,1.645501
1.0,1,1.647401
1.0,1,1.649097
1.0,1,1.650771
1.0,1,1.652447
1.0,1,1.654058
1.0,1,1.655833
1.0,1,1.657604
1.0,1,1.659412
1.0,1,1.661267
1.0,1,1.663123
1.0,1,1.664922
1.0,1,1.666688
1.0,1,1.668458
1.0,1,1.670196
1.0,1,1.672029
1.0,1,1.673786
1.0,1,1.67554
1.0,1,1.677305
1.0,1,1.679153
1.0,1,1.680933
1.0,1,1.682622
1.0,1,1.684363
1.0,1,1.686073
1.0,1,1.687889
1.0,1,1.689645
1.0,1,1.691417
1.0,1,1.693161
1.0,1,1.694905
1.0,1,1.696669
1.0,1,1.698492
1.0,1,1.700217
1.0,1,1.701953
1.0,1,1.703681
1.0,1,1.705426
1.0,1,1.707124
1.0,1,1.70889
1.0,1,1.710726
1.0,1,1.712538
1.0,1,1.714311
1.0,1,1.71602
1.0,1,1.717721
1.0,1,1.719513
1.0,1,1.721292
1.0,1,1.723032
1.0,1,1.724789
1.0,1,1.726584
1.0,1,1.728313
1.0,1,1.73002
1.0,1,1.731745
1.0,1,1.73341
1.0,1,1.73522
1.0,1,1.736979
1.0,1,1.738678
1.0,1,1.740345
1.0,1,1.742008
1.0,1,1.743872
1.0,1,1.745629
1.0,1,1.747382
1.0,1,1.749135
1.0,1,1.751015
1.0,1,1.753082
1.0,1,1.755021
1.0,1,1.756742
1.0,1,1.75931
1.0,1,1.761166
1.0,1,1.762563
1.0,1,1.764386
1.0,1,1.766188
1.0,1,1.76848
1.0,1,1.770254
1.0,1,1.771629
1.0,1,1.77338
1.0,1,1.775256
1.0,1,1.777092
1.0,1,1.77891
1.0,1,1.780765
1.0,1,1.78287
1.0,1,1.785076
1.0,1,1.786459
1.0,1,1.788431
1.0,1,1.790906
1.0,1,1.793069
1.0,1,1.795132
1.0,1,1.797326
1.0,1,1.799381
1.0,1,1.801511
1.0,1,1.803672
1.0,1,1.805762
1.0,1,1.807822
1.0,1,1.810198
1.0,1,1.812587
1.0,1,1.814023
1.0,1,1.816445
1.0,1,1.817842
1.0,1,1.819622
1.0,1,1.821403
1.0,1,1.823214
1.0,1,1.825451
1.0,1,1.826812
1.0,1,1.829061
1.0,1,1.830888
1.0,1,1.832322
1.0,1,1.834159
1.0,1,1.836232
1.0,1,1.838369
1.0,1,1.840296
1.0,1,1.84214
1.0,1,1.843987
1.0,1,1.845802
1.0,1,1.847738
1.0,1,1.849571
1.0,1,1.851418
1.0,1,1.853289
1.0,1,1.855208
1.0,1,1.857378
1.0,1,1.859121
1.0,1,1.860466
1.0,1,1.862176
1.0,1,1.864036
1.0,1,1.865889
1.0,1,1.867743
1.0,1,1.869584
1.0,1,1.871496
1.0,1,1.873293
1.0,1,1.875068
1.0,1,1.877256
1.0,1,1.879022
1.0,1,1.880401
1.0,1,1.88218
1.0,1,1.88396
1.0,1,1.885698
1.0,1,1.887512
1.0,1,1.889493
1.0,1,1.891476
1.0,1,1.893436
1.0,1,1.895408
1.0,1,1.89723
1.0,1,1.899034
1.0,1,1.900861
1.0,1,1.902963
1.0,1,1.904962
1.0,1,1.906752
1.0,1,1.9081
1.0,1,1.910289
1.0,1,1.912139
1.0,1,1.913547
1.0,1,1.915384
1.0,1,1.917215
1.0,1,1.919042
1.0,1,1.921329
1.0,1,1.923112
1.0,1,1.92447
1.0,1,1.926223
1.0,1,1.928412
1.0,1,1.92977
1.0,1,1.931549
1.0,1,1.933318
1.0,1,1.935087
1.0,1,1.936861
1.0,1,1.939117
1.0,1,1.940492
1.0,1,1.942767
1.0,1,1.944616
1.0,1,1.946023
1.0,1,1.947858
1.0,1,1.949693
1.0,1,1.951535
1.0,1,1.953381
1.0,1,1.955232
1.0,1,1.95751
1.0,1,1.959358
1.0,1,1.960771
1.0,1,1.962609
1.0,1,1.964615
1.0,1,1.966669
1.0,1,1.96862
1.0,1,1.970615
1.0,1,1.972385
1.0,1,1.974186
1.0,1,1.976041
1.0,1,1.977899
1.0,1,1.980176
1.0,1,1.981567
1.0,1,1.983341
1.0,1,1.985118
1.0,1,1.986875
1.0,1,1.988612
1.0,1,1.990866
1.0,1,1.992707
1.0,1,1.994531
1.0,1,1.995927
1.0,1,1.997727
1.0,1,1.999529
1.0,1,2.001343
1.0,1,2.003611
1.0,1,2.005013
1.0,1,2.007244
1.0,1,2.008641
1.0,1,2.010399
1.0,1,2.012542
1.0,1,2.013881
1.0,1,2.015651
1.0,1,2.017402
1.0,1,2.019153
1.0,1,2.0209
1.0,1,2.023118
1.0,1,2.024943
1.0,1,2.026295
1.0,1,2.028037
1.0,1,2.029756
1.0,1,2.03151
1.0,1,2.033287
1.0,1,2.035028
1.0,1,2.036787
1.0,1,2.039039
1.0,1,2.040842
1.0,1,2.042189
1.0,1,2.043993
1.0,1,2.045762
1.0,1,2.047577
1.0,1,2.049392
1.0,1,2.051225
1.0,1,2.052968
1.0,1,2.055094
1.0,1,2.056433
1.0,1,2.058168
1.0,1,2.060313
1.0,1,2.061665
1.0,1,2.063965
1.0,1,2.065737
1.0,1,2.067074
1.0,1,2.069342
1.0,1,2.071155
1.0,1,2.072556
1.0,1,2.074353
1.0,1,2.076557
1.0,1,2.07794
1.0,1,2.079712
1.0,1,2.081481
1.0,1,2.083236
1.0,1,2.084964
1.0,1,2.08708
1.0,1,2.088421
1.0,1,2.090162
1.0,1,2.092306
1.0,1,2.093648
1.0,1,2.095397
1.0,1,2.097171
1.0,1,2.098916
1.0,1,2.100646
1.0,1,2.102847
1.0,1,2.104635
1.0,1,2.106035
1.0,1,2.107856
1.0,1,2.109658
1.0,1,2.111459
1.0,1,2.113276
1.0,1,2.115084
1.0,1,2.116875
1.0,1,2.119197
1.0,1,2.121034
1.0,1,2.122429
1.0,1,2.124222
1.0,1,2.126516
1.0,1,2.128351
1.0,1,2.129748
1.0,1,2.131573
1.0,1,2.133378
1.0,1,2.135183
1.0,1,2.13745
1.0,1,2.139295
1.0,1,2.140672
1.0,1,2.142887
1.0,1,2.144697
1.0,1,2.146093
1.0,1,2.147902
1.0,1,2.149671
1.0,1,2.151449
1.0,1,2.153209
1.0,1,2.154961
1.0,1,2.156707
1.0,1,2.158944
1.0,1,2.160726
1.0,1,2.162073
1.0,1,2.164301
1.0,1,2.166082
1.0,1,2.167477
1.0,1,2.169289
1.0,1,2.171091
1.0,1,2.172923
1.0,1,2.175148
1.0,1,2.176551
1.0,1,2.178365
1.0,1,2.180605
1.0,1,2.181994
1.0,1,2.183839
1.0,1,2.185658
1.0,1,2.187483
1.0,1,2.189283
1.0,1,2.191079
1.0,1,2.193367
1.0,1,2.194724
1.0,1,2.196523
1.0,1,2.198272
1.0,1,2.200447
1.0,1,2.201787
1.0,1,2.2041
1.0,1,2.205501
1.0,1,2.207749
1.0,1,2.209121
1.0,1,2.210937
1.0,1,2.213188
1.0,1,2.214573
1.0,1,2.216381
1.0,1,2.218198
1.0,1,2.220028
1.0,1,2.221835
1.0,1,2.22365
1.0,1,2.225443
1.0,1,2.227239
1.0,1,2.229428
1.0,1,2.231204
1.0,1,2.232708
1.0,1,2.23469
1.0,1,2.236469
1.0,1,2.238902
1.0,1,2.241355
1.0,1,2.243233
1.0,1,2.245051
1.0,1,2.246874
1.0,1,2.248795
1.0,1,2.250563
1.0,1,2.252276
1.0,1,2.254038
1.0,1,2.255743
1.0,1,2.2576
1.0,1,2.259399
1.0,1,2.26116
1.0,1,2.262904
1.0,1,2.264752
1.0,1,2.266516
1.0,1,2.268294
1.0,1,2.270054
1.0,1,2.27179
1.0,1,2.273609
1.0,1,2.275418
1.0,1,2.277233
1.0,1,2.279032
1.0,1,2.280934
1.0,1,2.282725
1.0,1,2.284607
1.0,1,2.286456
1.0,1,2.288359
1.0,1,2.290235
1.0,1,2.292105
1.0,1,2.294227
1.0,1,2.295995
1.0,1,2.297473
1.0,1,2.302046
1.0,1,2.30452
1.0,1,2.306758
1.0,1,2.309082
1.0,1,2.31137
1.0,1,2.313195
1.0,1,2.314955
1.0,1,2.316764
1.0,1,2.318703
1.0,1,2.320667
1.0,1,2.322475
1.0,1,2.324274
1.0,1,2.32609
1.0,1,2.327878
1.0,1,2.329664
1.0,1,2.331524
1.0,1,2.333361
1.0,1,2.335193
1.0,1,2.33703
1.0,1,2.338859
1.0,1,2.340693
1.0,1,2.342555
1.0,1,2.344401
1.0,1,2.346246
1.0,1,2.348147
1.0,1,2.349967
1.0,1,2.351751
1.0,1,2.353562
1.0,1,2.35538
1.0,1,2.357128
1.0,1,2.358945
1.0,1,2.360815
1.0,1,2.362846
1.0,1,2.364725
1.0,1,2.366558
1.0,1,2.368415
1.0,1,2.370248
1.0,1,2.372124
1.0,1,2.373978
1.0,1,2.375834
1.0,1,2.377927
1.0,1,2.379796
1.0,1,2.381631
1.0,1,2.383477
1.0,1,2.385308
1.0,1,2.38713
1.0,1,2.38896
1.0,1,2.391319
1.0,1,2.393669
1.0,1,2.395656
1.0,1,2.39754
1.0,1,2.39944
1.0,1,2.401153
1.0,1,2.402984
1.0,1,2.404634
1.0,1,2.406099
1.0,1,2.407872
1.0,1,2.41
1.0,1,2.41177
1.0,1,2.414104
1.0,1,2.415415
1.0,1,2.417539
1.0,1,2.419753
1.0,1,2.421772
1.0,1,2.423767
1.0,1,2.425685
1.0,1,2.427577
1.0,1,2.429469
1.0,1,2.431416
1.0,1,2.433213
1.0,1,2.434973
1.0,1,2.4372
1.0,1,2.438961
1.0,1,2.440319
1.0,1,2.442113
1.0,1,2.444331
1.0,1,2.446119
1.0,1,2.447461
1.0,1,2.449241
1.0,1,2.451541
1.0,1,2.452926
1.0,1,2.454733
1.0,1,2.456541
1.0,1,2.458774
1.0,1,2.460148
1.0,1,2.461949
1.0,1,2.46375
1.0,1,2.465592
1.0,1,2.467441
1.0,1,2.469272
1.0,1,2.471092
1.0,1,2.472919
1.0,1,2.474681
1.0,1,2.476466
1.0,1,2.478738
1.0,1,2.480595
1.0,1,2.481994
1.0,1,2.483834
1.0,1,2.485671
1.0,1,2.487474
1.0,1,2.489255
1.0,1,2.491034
1.0,1,2.49326
1.0,1,2.495042
1.0,1,2.496393
1.0,1,2.498169
1.0,1,2.499921
1.0,1,2.501668
1.0,1,2.503459
1.0,1,2.505305
1.0,1,2.507128
1.0,1,2.508944
1.0,1,2.510935
1.0,1,2.512789
1.0,1,2.514624
1.0,1,2.516454
1.0,1,2.518247
1.0,1,2.52006
1.0,1,2.521828
1.0,1,2.523568
1.0,1,2.52528
1.0,1,2.526982
1.0,1,2.528715
1.0,1,2.530435
1.0,1,2.532172
1.0,1,2.53392
1.0,1,2.535653
1.0,1,2.537401
1.0,1,2.539232
1.0,1,2.541017
1.0,1,2.542737
1.0,1,2.544482
1.0,1,2.546416
1.0,1,2.548352
1.0,1,2.550279
1.0,1,2.552294
1.0,1,2.554248
1.0,1,2.556335
1.0,1,2.558388
1.0,1,2.560311
1.0,1,2.562296
1.0,1,2.564269
1.0,1,2.566097
1.0,1,2.567966
1.0,1,2.569794
1.0,1,2.571623
1.0,1,2.573388
1.0,1,2.575137
1.0,1,2.576939
1.0,1,2.578709
1.0,1,2.580556
1.0,1,2.582361
1.0,1,2.584169
1.0,1,2.585983
1.0,1,2.587819
1.0,1,2.593653
1.0,1,2.595469
1.0,1,2.597664
1.0,1,2.599654
1.0,1,2.601948
1.0,1,2.604212
1.0,1,2.606489
1.0,1,2.608341
1.0,1,2.610137
1.0,1,2.611903
1.0,1,2.613737
1.0,1,2.615541
1.0,1,2.617373
1.0,1,2.619161
1.0,1,2.620953
1.0,1,2.622734
1.0,1,2.624557
1.0,1,2.62637
1.0,1,2.628221
1.0,1,2.63008
1.0,1,2.631933
1.0,1,2.633783
1.0,1,2.635638
1.0,1,2.637427
1.0,1,2.639219
1.0,1,2.641003
1.0,1,2.642773
1.0,1,2.644598
1.0,1,2.646434
1.0,1,2.648264
1.0,1,2.650058
1.0,1,2.6519
1.0,1,2.653741
1.0,1,2.655642
1.0,1,2.657497
1.0,1,2.659371
1.0,1,2.661131
1.0,1,2.662891
1.0,1,2.664754
1.0,1,2.666532
1.0,1,2.668375
1.0,1,2.67021
1.0,1,2.672074
1.0,1,2.673913
1.0,1,2.67575
1.0,1,2.677522
1.0,1,2.679345
1.0,1,2.68109
1.0,1,2.682831
1.0,1,2.684656
1.0,1,2.686503
1.0,1,2.68832
1.0,1,2.690137
1.0,1,2.692031
1.0,1,2.693806
1.0,1,2.695581
1.0,1,2.697357
1.0,1,2.699113
1.0,1,2.700867
1.0,1,2.702675
1.0,1,2.704537
1.0,1,2.706388
1.0,1,2.708205
1.0,1,2.710048
1.0,1,2.711843
1.0,1,2.713612
1.0,1,2.715403
1.0,1,2.717196
1.0,1,2.718972
1.0,1,2.720771
1.0,1,2.722558
1.0,1,2.724341
1.0,1,2.72611
1.0,1,2.728015
1.0,1,2.729799
1.0,1,2.731559
1.0,1,2.73333
1.0,1,2.735095
1.0,1,2.736895
1.0,1,2.738686
1.0,1,2.740489
1.0,1,2.742265
1.0,1,2.744029
1.0,1,2.745769
1.0,1,2.747537
1.0,1,2.749309
1.0,1,2.751095
1.0,1,2.752897
1.0,1,2.754937
1.0,1,2.756711
1.0,1,2.758713
1.0,1,2.760741
1.0,1,2.762733
1.0,1,2.764594
1.0,1,2.766479
1.0,1,2.768361
1.0,1,2.770387
1.0,1,2.772363
1.0,1,2.774313
1.0,1,2.776251
1.0,1,2.778075
1.0,1,2.779878
1.0,1,2.781664
1.0,1,2.783614
1.0,1,2.785489
1.0,1,2.787302
1.0,1,2.789133
1.0,1,2.790905
1.0,1,2.792753
1.0,1,2.79455
1.0,1,2.796326
1.0,1,2.798077
1.0,1,2.799994
1.0,1,2.801852
1.0,1,2.803748
1.0,1,2.805998
1.0,1,2.808344
1.0,1,2.810132
1.0,1,2.812379
1.0,1,2.814198
1.0,1,2.815675
1.0,1,2.817938
1.0,1,2.819331
1.0,1,2.821123
1.0,1,2.822919
1.0,1,2.825143
1.0,1,2.826915
1.0,1,2.828262
1.0,1,2.830001
1.0,1,2.832243
1.0,1,2.834028
1.0,1,2.835397
1.0,1,2.837167
1.0,1,2.838927
1.0,1,2.840718
1.0,1,2.842996
1.0,1,2.844846
1.0,1,2.846247
1.0,1,2.848616
1.0,1,2.850455
1.0,1,2.851877
1.0,1,2.85371
1.0,1,2.855551
1.0,1,2.857378
1.0,1,2.859209
1.0,1,2.861503
1.0,1,2.863205
1.0,1,2.86477
1.0,1,2.86661
1.0,1,2.868769
1.0,1,2.87101
1.0,1,2.873284
1.0,1,2.87504
1.0,1,2.876747
1.0,1,2.878608
1.0,1,2.881116
1.0,1,2.882427
1.0,1,2.884254
1.0,1,2.886071
1.0,1,2.887907
1.0,1,2.889942
1.0,1,2.891812
1.0,1,2.893701
1.0,1,2.895605
1.0,1,2.897474
1.0,1,2.899353
1.0,1,2.901099
1.0,1,2.902845
1.0,1,2.905119
1.0,1,2.906892
1.0,1,2.908242
1.0,1,2.910056
1.0,1,2.911872
1.0,1,2.913913
1.0,1,2.915731
1.0,1,2.917556
1.0,1,2.919795
1.0,1,2.921201
1.0,1,2.923004
1.0,1,2.924822
1.0,1,2.926645
1.0,1,2.928422
1.0,1,2.930133
1.0,1,2.932357
1.0,1,2.934167
1.0,1,2.935558
1.0,1,2.937374
1.0,1,2.939189
1.0,1,2.941446
1.0,1,2.943274
1.0,1,2.944691
1.0,1,2.946964
1.0,1,2.948807
1.0,1,2.950197
1.0,1,2.952053
1.0,1,2.953831
1.0,1,2.955605
1.0,1,2.957386
1.0,1,2.959133
1.0,1,2.961425
1.0,1,2.963267
1.0,1,2.964675
1.0,1,2.966529
1.0,1,2.969029
1.0,1,2.970407
1.0,1,2.972696
1.0,1,2.974581
1.0,1,2.976004
1.0,1,2.977864
1.0,1,2.979721
1.0,1,2.981547
1.0,1,2.983373
1.0,1,2.985241
1.0,1,2.987057
1.0,1,2.989266
1.0,1,2.990668
1.0,1,2.993909
1.0,1,2.996037
1.0,1,2.997509
1.0,1,3.000508
1.0,1,3.001934
1.0,1,3.004133
1.0,1,3.006414
1.0,1,3.008302
1.0,1,3.010717
1.0,1,3.012637
1.0,1,3.01405
1.0,1,3.015907
1.0,1,3.017775
1.0,1,3.019615
1.0,1,3.021447
1.0,1,3.023283
1.0,1,3.025178
1.0,1,3.027268
1.0,1,3.029329
1.0,1,3.031191
1.0,1,3.032531
1.0,1,3.034275
1.0,1,3.03646
1.0,1,3.0382
1.0,1,3.039556
1.0,1,3.041415
1.0,1,3.043278
1.0,1,3.045116
1.0,1,3.046948
1.0,1,3.048736
1.0,1,3.050499
1.0,1,3.052222
1.0,1,3.053953
1.0,1,3.056113
1.0,1,3.05746
1.0,1,3.059609
1.0,1,3.060922
1.0,1,3.063011
1.0,1,3.064329
1.0,1,3.066098
1.0,1,3.067861
1.0,1,3.069644
1.0,1,3.071433
1.0,1,3.073224
1.0,1,3.075068
1.0,1,3.077345
1.0,1,3.079193
1.0,1,3.080586
1.0,1,3.082863
1.0,1,3.084719
1.0,1,3.086148
1.0,1,3.087995
1.0,1,3.089857
1.0,1,3.091713
1.0,1,3.093546
1.0,1,3.095379
1.0,1,3.097209
1.0,1,3.099017
1.0,1,3.10126
1.0,1,3.102999
1.0,1,3.104355
1.0,1,3.106103
1.0,1,3.107839
1.0,1,3.109572
1.0,1,3.111349
1.0,1,3.113173
1.0,1,3.114924
1.0,1,3.117128
1.0,1,3.118469
1.0,1,3.120337
1.0,1,3.122192
1.0,1,3.124033
1.0,1,3.125865
1.0,1,3.127781
1.0,1,3.129731
1.0,1,3.131579
1.0,1,3.133385
1.0,1,3.13522
1.0,1,3.137079
1.0,1,3.138822
1.0,1,3.140686
1.0,1,3.142434
1.0,1,3.144174
1.0,1,3.14606
1.0,1,3.147844
1.0,1,3.149634
1.0,1,3.152
1.0,1,3.153399
1.0,1,3.155264
1.0,1,3.157147
1.0,1,3.158924
1.0,1,3.160751
1.0,1,3.162567
1.0,1,3.16436
1.0,1,3.166214
1.0,1,3.168095
1.0,1,3.169958
1.0,1,3.171822
1.0,1,3.173642
1.0,1,3.175509
1.0,1,3.177391
1.0,1,3.179219
1.0,1,3.181053
1.0,1,3.182784
1.0,1,3.184566
1.0,1,3.186523
1.0,1,3.188892
1.0,1,3.191223
1.0,1,3.193484
1.0,1,3.195839
1.0,1,3.197626
1.0,1,3.199343
1.0,1,3.201133
1.0,1,3.202859
1.0,1,3.204606
1.0,1,3.206343
1.0,1,3.208171
1.0,1,3.209924
1.0,1,3.211722
1.0,1,3.213492
1.0,1,3.215429
1.0,1,3.217324
1.0,1,3.219198
1.0,1,3.221058
1.0,1,3.222945
1.0,1,3.2248
1.0,1,3.226671
1.0,1,3.228489
1.0,1,3.230355
1.0,1,3.232226
1.0,1,3.234113
1.0,1,3.235992
1.0,1,3.237851
1.0,1,3.239729
1.0,1,3.241516
1.0,1,3.243327
1.0,1,3.245112
1.0,1,3.246871
1.0,1,3.24878
1.0,1,3.250667
1.0,1,3.252575
1.0,1,3.254444
1.0,1,3.256293
1.0,1,3.258125
1.0,1,3.259963
1.0,1,3.261754
1.0,1,3.263534
1.0,1,3.265325
1.0,1,3.26723
1.0,1,3.269112
1.0,1,3.270981
1.0,1,3.272892
1.0,1,3.274755
1.0,1,3.276533
1.0,1,3.27835
1.0,1,3.280171
1.0,1,3.281945
1.0,1,3.283834
1.0,1,3.285691
1.0,1,3.287554
1.0,1,3.289424
1.0,1,3.29132
1.0,1,3.293092
1.0,1,3.29487
1.0,1,3.296714
1.0,1,3.298471
1.0,1,3.300281
1.0,1,3.302065
1.0,1,3.303867
1.0,1,3.305711
1.0,1,3.307583
1.0,1,3.309689
1.0,1,3.311355
1.0,1,3.313271
1.0,1,3.315441
1.0,1,3.317092
1.0,1,3.31892
1.0,1,3.320743
1.0,1,3.322564
1.0,1,3.324361
1.0,1,3.326229
1.0,1,3.328107
1.0,1,3.330018
1.0,1,3.331884
1.0,1,3.333765
1.0,1,3.335635
1.0,1,3.337507
1.0,1,3.339285
1.0,1,3.341
1.0,1,3.342706
1.0,1,3.344471
1.0,1,3.346254
1.0,1,3.348073
1.0,1,3.349844
1.0,1,3.35166
1.0,1,3.353647
1.0,1,3.355527
1.0,1,3.357416
1.0,1,3.359272
1.0,1,3.361172
1.0,1,3.363034
1.0,1,3.364889
1.0,1,3.366659
1.0,1,3.368446
1.0,1,3.370256
1.0,1,3.372068
1.0,1,3.37385
1.0,1,3.375628
1.0,1,3.377444
1.0,1,3.379291
1.0,1,3.381124
1.0,1,3.382875
1.0,1,3.384657
1.0,1,3.386498
1.0,1,3.388302
1.0,1,3.390128
1.0,1,3.391948
1.0,1,3.393722
1.0,1,3.395749
1.0,1,3.397512
1.0,1,3.399375
1.0,1,3.401227
1.0,1,3.403082
1.0,1,3.404969
1.0,1,3.406791
1.0,1,3.408662
1.0,1,3.411298
1.0,1,3.413529
1.0,1,3.415927
1.0,1,3.417918
1.0,1,3.419438
1.0,1,3.421393
1.0,1,3.423367
1.0,1,3.425209
1.0,1,3.427072
1.0,1,3.429364
1.0,1,3.431214
1.0,1,3.432601
1.0,1,3.4349
1.0,1,3.436757
1.0,1,3.438165
1.0,1,3.439996
1.0,1,3.441795
1.0,1,3.443589
1.0,1,3.44536
1.0,1,3.447121
1.0,1,3.448888
1.0,1,3.451152
1.0,1,3.452579
1.0,1,3.454426
1.0,1,3.456214
1.0,1,3.458555
1.0,1,3.460395
1.0,1,3.461772
1.0,1,3.463599
1.0,1,3.465403
1.0,1,3.467217
1.0,1,3.469083
1.0,1,3.471095
1.0,1,3.473448
1.0,1,3.47532
1.0,1,3.47673
1.0,1,3.478551
1.0,1,3.480793
1.0,1,3.482205
1.0,1,3.48454
1.0,1,3.486341
1.0,1,3.487714
1.0,1,3.489495
1.0,1,3.491292
1.0,1,3.493048
1.0,1,3.494874
1.0,1,3.496738
1.0,1,3.498568
1.0,1,3.500988
1.0,1,3.502396
1.0,1,3.504232
1.0,1,3.506041
1.0,1,3.507901
1.0,1,3.509738
1.0,1,3.511597
1.0,1,3.513427
1.0,1,3.515299
1.0,1,3.517111
1.0,1,3.519427
1.0,1,3.521203
1.0,1,3.522563
1.0,1,3.524341
1.0,1,3.526178
1.0,1,3.528019
1.0,1,3.529811
1.0,1,3.531604
1.0,1,3.533426
1.0,1,3.535228
1.0,1,3.537031
1.0,1,3.538793
1.0,1,3.540626
1.0,1,3.542472
1.0,1,3.544269
1.0,1,3.54603
1.0,1,3.547789
1.0,1,3.549528
1.0,1,3.551259
1.0,1,3.55303
1.0,1,3.555006
1.0,1,3.556926
1.0,1,3.558767
1.0,1,3.560631
1.0,1,3.562431
1.0,1,3.564129
1.0,1,3.565882
1.0,1,3.567614
1.0,1,3.569359
1.0,1,3.571099
1.0,1,3.572861
1.0,1,3.574548
1.0,1,3.57631
1.0,1,3.578043
1.0,1,3.579848
1.0,1,3.581673
1.0,1,3.583537
1.0,1,3.585367
1.0,1,3.58723
1.0,1,3.593662
1.0,1,3.595144
1.0,1,3.596973
1.0,1,3.598701
1.0,1,3.600412
1.0,1,3.602022
1.0,1,3.604218
1.0,1,3.607218
1.0,1,3.609134
1.0,1,3.61131
1.0,1,3.612864
1.0,1,3.614846
1.0,1,3.617361
1.0,1,3.619345
1.0,1,3.62144
1.0,1,3.623594
1.0,1,3.625711
1.0,1,3.627817
1.0,1,3.629801
1.0,1,3.64725
1.0,1,3.649091
1.0,1,3.650881
1.0,1,3.652597
1.0,1,3.654215
1.0,1,3.655673
1.0,1,3.657379
1.0,1,3.659894
1.0,1,3.66259
1.0,1,3.664083
1.0,1,3.666178
1.0,1,3.668382
1.0,1,3.670508
1.0,1,3.672749
1.0,1,3.675648
1.0,1,3.678478
