#{"t_start": 1624019661.354039, "env_id": "CartPole-v1"}
r,l,t
1.0,1,1.765076
1.0,1,1.766837
1.0,1,1.768791
1.0,1,1.770615
1.0,1,1.772409
1.0,1,1.774255
1.0,1,1.776084
1.0,1,1.777959
1.0,1,1.779823
1.0,1,1.781617
1.0,1,1.783324
1.0,1,1.785139
1.0,1,1.786855
1.0,1,1.788507
1.0,1,1.790233
1.0,1,1.79199
1.0,1,1.793847
1.0,1,1.795623
1.0,1,1.797411
1.0,1,1.799154
1.0,1,1.800985
1.0,1,1.802799
1.0,1,1.8046
1.0,1,1.806371
1.0,1,1.808131
1.0,1,1.809994
1.0,1,1.811793
1.0,1,1.813575
1.0,1,1.815328
1.0,1,1.8172
1.0,1,1.818995
1.0,1,1.820657
1.0,1,1.822685
1.0,1,1.824283
1.0,1,1.826178
1.0,1,1.827607
1.0,1,1.82926
1.0,1,1.835437
1.0,1,1.837888
1.0,1,1.840336
1.0,1,1.841994
1.0,1,1.84413
1.0,1,1.846222
1.0,1,1.848199
1.0,1,1.850083
1.0,1,1.851909
1.0,1,1.85394
1.0,1,1.855744
1.0,1,1.857673
1.0,1,1.859429
1.0,1,1.861179
1.0,1,1.862897
1.0,1,1.864712
1.0,1,1.866449
1.0,1,1.868111
1.0,1,1.869809
1.0,1,1.8715
1.0,1,1.873302
1.0,1,1.875056
1.0,1,1.87682
1.0,1,1.878549
1.0,1,1.88036
1.0,1,1.88217
1.0,1,1.883989
1.0,1,1.885784
1.0,1,1.88759
1.0,1,1.889479
1.0,1,1.891134
1.0,1,1.892855
1.0,1,1.894525
1.0,1,1.89593
1.0,1,1.897913
1.0,1,1.899599
1.0,1,1.901619
1.0,1,1.903432
1.0,1,1.905299
1.0,1,1.907085
1.0,1,1.908852
1.0,1,1.910612
1.0,1,1.912414
1.0,1,1.91418
1.0,1,1.915929
1.0,1,1.91771
1.0,1,1.919451
1.0,1,1.921326
1.0,1,1.923023
1.0,1,1.924762
1.0,1,1.926501
1.0,1,1.928232
1.0,1,1.930049
1.0,1,1.931793
1.0,1,1.933567
1.0,1,1.93531
1.0,1,1.936945
1.0,1,1.93882
1.0,1,1.940599
1.0,1,1.942296
1.0,1,1.944085
1.0,1,1.945822
1.0,1,1.947554
1.0,1,1.948911
1.0,1,1.950974
1.0,1,1.952813
1.0,1,1.954622
1.0,1,1.956388
1.0,1,1.958104
1.0,1,1.959858
1.0,1,1.961661
1.0,1,1.963446
1.0,1,1.964929
1.0,1,1.966947
1.0,1,1.968721
1.0,1,1.970433
1.0,1,1.972105
1.0,1,1.973822
1.0,1,1.975551
1.0,1,1.977366
1.0,1,1.97907
1.0,1,1.980766
1.0,1,1.98243
1.0,1,1.984241
1.0,1,1.986019
1.0,1,1.987778
1.0,1,1.989529
1.0,1,1.991247
1.0,1,1.992975
1.0,1,1.995041
1.0,1,1.996986
1.0,1,1.998727
1.0,1,2.000816
1.0,1,2.002709
1.0,1,2.004536
1.0,1,2.006362
1.0,1,2.008253
1.0,1,2.010026
1.0,1,2.011801
1.0,1,2.013597
1.0,1,2.015343
1.0,1,2.017236
1.0,1,2.019071
1.0,1,2.020899
1.0,1,2.02274
1.0,1,2.02486
1.0,1,2.026623
1.0,1,2.028425
1.0,1,2.030538
1.0,1,2.033001
1.0,1,2.035139
1.0,1,2.037376
1.0,1,2.039125
1.0,1,2.04141
1.0,1,2.043782
1.0,1,2.045928
1.0,1,2.048002
1.0,1,2.050259
1.0,1,2.052431
1.0,1,2.054321
1.0,1,2.056217
1.0,1,2.058173
1.0,1,2.060024
1.0,1,2.061823
1.0,1,2.063601
1.0,1,2.065399
1.0,1,2.06719
1.0,1,2.068939
1.0,1,2.070663
1.0,1,2.072471
1.0,1,2.074357
1.0,1,2.076195
1.0,1,2.078319
1.0,1,2.08047
1.0,1,2.08233
1.0,1,2.084171
1.0,1,2.086032
1.0,1,2.087831
1.0,1,2.089773
1.0,1,2.091618
1.0,1,2.093449
1.0,1,2.095318
1.0,1,2.097224
1.0,1,2.098948
1.0,1,2.100709
1.0,1,2.102475
1.0,1,2.104195
1.0,1,2.10606
1.0,1,2.107913
1.0,1,2.109774
1.0,1,2.111611
1.0,1,2.113518
1.0,1,2.11532
1.0,1,2.117094
1.0,1,2.118826
1.0,1,2.120608
1.0,1,2.122428
1.0,1,2.124203
1.0,1,2.125979
1.0,1,2.127721
1.0,1,2.129571
1.0,1,2.131554
1.0,1,2.133533
1.0,1,2.135494
1.0,1,2.13744
1.0,1,2.139262
1.0,1,2.14109
1.0,1,2.142878
1.0,1,2.144757
1.0,1,2.14654
1.0,1,2.148347
1.0,1,2.150119
1.0,1,2.151865
1.0,1,2.153729
1.0,1,2.155575
1.0,1,2.157421
1.0,1,2.159246
1.0,1,2.161105
1.0,1,2.162894
1.0,1,2.164696
1.0,1,2.166491
1.0,1,2.168257
1.0,1,2.16998
1.0,1,2.171791
1.0,1,2.173574
1.0,1,2.175337
1.0,1,2.17712
1.0,1,2.178901
1.0,1,2.180673
1.0,1,2.182526
1.0,1,2.18435
1.0,1,2.186189
1.0,1,2.188052
1.0,1,2.189894
1.0,1,2.191724
1.0,1,2.193574
1.0,1,2.195417
1.0,1,2.197282
1.0,1,2.199078
1.0,1,2.200943
1.0,1,2.202775
1.0,1,2.204548
1.0,1,2.206558
1.0,1,2.208596
1.0,1,2.21055
1.0,1,2.212541
1.0,1,2.214486
1.0,1,2.216074
1.0,1,2.217933
1.0,1,2.219921
1.0,1,2.221676
1.0,1,2.223516
1.0,1,2.225247
1.0,1,2.227091
1.0,1,2.228844
1.0,1,2.230591
1.0,1,2.232372
1.0,1,2.234246
1.0,1,2.236076
1.0,1,2.237899
1.0,1,2.239717
1.0,1,2.241474
1.0,1,2.24332
1.0,1,2.245151
1.0,1,2.246981
1.0,1,2.248743
1.0,1,2.250623
1.0,1,2.252383
1.0,1,2.254089
1.0,1,2.255849
1.0,1,2.257586
1.0,1,2.259369
1.0,1,2.261127
1.0,1,2.262845
1.0,1,2.264534
1.0,1,2.266481
1.0,1,2.268265
1.0,1,2.270018
1.0,1,2.271686
1.0,1,2.273483
1.0,1,2.275255
1.0,1,2.276915
1.0,1,2.278738
1.0,1,2.280519
1.0,1,2.282362
1.0,1,2.284129
1.0,1,2.285954
1.0,1,2.287709
1.0,1,2.289527
1.0,1,2.291306
1.0,1,2.293158
1.0,1,2.294924
1.0,1,2.296585
1.0,1,2.298376
1.0,1,2.300123
1.0,1,2.301828
1.0,1,2.303608
1.0,1,2.305482
1.0,1,2.307258
1.0,1,2.309025
1.0,1,2.310858
1.0,1,2.312638
1.0,1,2.314478
1.0,1,2.316315
1.0,1,2.318074
1.0,1,2.31989
1.0,1,2.321655
1.0,1,2.32324
1.0,1,2.325
1.0,1,2.326739
1.0,1,2.328425
1.0,1,2.330191
1.0,1,2.331941
1.0,1,2.333649
1.0,1,2.335413
1.0,1,2.337154
1.0,1,2.338936
1.0,1,2.340683
1.0,1,2.342424
1.0,1,2.344185
1.0,1,2.345958
1.0,1,2.347802
1.0,1,2.349622
1.0,1,2.351425
1.0,1,2.353251
1.0,1,2.355043
1.0,1,2.356858
1.0,1,2.358659
1.0,1,2.360508
1.0,1,2.362362
1.0,1,2.364197
1.0,1,2.366005
1.0,1,2.367858
1.0,1,2.369682
1.0,1,2.371516
1.0,1,2.373339
1.0,1,2.375143
1.0,1,2.376945
1.0,1,2.378775
1.0,1,2.380609
1.0,1,2.382432
1.0,1,2.384214
1.0,1,2.386029
1.0,1,2.387859
1.0,1,2.389668
1.0,1,2.391427
1.0,1,2.393208
1.0,1,2.394974
1.0,1,2.396725
1.0,1,2.398487
1.0,1,2.400274
1.0,1,2.402066
1.0,1,2.403838
1.0,1,2.40563
1.0,1,2.407409
1.0,1,2.409238
1.0,1,2.411057
1.0,1,2.412869
1.0,1,2.414689
1.0,1,2.416479
1.0,1,2.41832
1.0,1,2.420132
1.0,1,2.421943
1.0,1,2.423759
1.0,1,2.4256
1.0,1,2.427425
1.0,1,2.429249
1.0,1,2.43105
1.0,1,2.432846
1.0,1,2.4347
1.0,1,2.43649
1.0,1,2.438286
1.0,1,2.440037
1.0,1,2.441788
1.0,1,2.443591
1.0,1,2.445431
1.0,1,2.447267
1.0,1,2.449077
1.0,1,2.450889
1.0,1,2.452695
1.0,1,2.454523
1.0,1,2.456338
1.0,1,2.458154
1.0,1,2.459966
1.0,1,2.461796
1.0,1,2.463603
1.0,1,2.465409
1.0,1,2.46721
1.0,1,2.46902
1.0,1,2.470773
1.0,1,2.472534
1.0,1,2.474458
1.0,1,2.476428
1.0,1,2.478211
1.0,1,2.480681
1.0,1,2.483099
1.0,1,2.484981
1.0,1,2.486793
1.0,1,2.488616
1.0,1,2.490537
1.0,1,2.492299
1.0,1,2.494017
1.0,1,2.495771
1.0,1,2.497774
1.0,1,2.499337
1.0,1,2.501139
1.0,1,2.502903
1.0,1,2.504645
1.0,1,2.506494
1.0,1,2.50826
1.0,1,2.510032
1.0,1,2.511794
1.0,1,2.513531
1.0,1,2.51535
1.0,1,2.517159
1.0,1,2.518975
1.0,1,2.520778
1.0,1,2.52268
1.0,1,2.524469
1.0,1,2.526349
1.0,1,2.528199
1.0,1,2.530099
1.0,1,2.531978
1.0,1,2.533843
1.0,1,2.535562
1.0,1,2.537332
1.0,1,2.539448
1.0,1,2.543828
1.0,1,2.546308
1.0,1,2.548543
1.0,1,2.550859
1.0,1,2.553122
1.0,1,2.554964
1.0,1,2.556729
1.0,1,2.558513
1.0,1,2.560445
1.0,1,2.562417
1.0,1,2.564227
1.0,1,2.566022
1.0,1,2.56784
1.0,1,2.569643
1.0,1,2.571429
1.0,1,2.573298
1.0,1,2.575114
1.0,1,2.576957
1.0,1,2.578783
1.0,1,2.580613
1.0,1,2.582444
1.0,1,2.5843
1.0,1,2.586148
1.0,1,2.58822
1.0,1,2.59012
1.0,1,2.591905
1.0,1,2.593712
1.0,1,2.595331
1.0,1,2.597125
1.0,1,2.598886
1.0,1,2.600708
1.0,1,2.602949
1.0,1,2.604795
1.0,1,2.606469
1.0,1,2.608302
1.0,1,2.610161
1.0,1,2.61201
1.0,1,2.613871
1.0,1,2.61573
1.0,1,2.617593
1.0,1,2.619672
1.0,1,2.621542
1.0,1,2.623596
1.0,1,2.625238
1.0,1,2.627068
1.0,1,2.6289
1.0,1,2.63097
1.0,1,2.633448
1.0,1,2.635862
1.0,1,2.637515
1.0,1,2.639611
1.0,1,2.641205
1.0,1,2.642903
1.0,1,2.644551
1.0,1,2.646169
1.0,1,2.647846
1.0,1,2.650017
1.0,1,2.651748
1.0,1,2.653503
1.0,1,2.655247
1.0,1,2.657177
1.0,1,2.659308
1.0,1,2.661534
1.0,1,2.663539
1.0,1,2.665525
1.0,1,2.667445
1.0,1,2.669338
1.0,1,2.671231
1.0,1,2.673188
1.0,1,2.674966
1.0,1,2.676727
1.0,1,2.678521
1.0,1,2.680281
1.0,1,2.682076
1.0,1,2.683867
1.0,1,2.685645
1.0,1,2.687434
1.0,1,2.689216
1.0,1,2.690994
1.0,1,2.69285
1.0,1,2.694685
1.0,1,2.69649
1.0,1,2.698299
1.0,1,2.700084
1.0,1,2.701912
1.0,1,2.703706
1.0,1,2.705505
1.0,1,2.70735
1.0,1,2.7092
1.0,1,2.711027
1.0,1,2.712858
1.0,1,2.714676
1.0,1,2.71644
1.0,1,2.718221
1.0,1,2.720048
1.0,1,2.7219
1.0,1,2.723751
1.0,1,2.72559
1.0,1,2.727427
1.0,1,2.729229
1.0,1,2.731009
1.0,1,2.732788
1.0,1,2.734574
1.0,1,2.736363
1.0,1,2.738149
1.0,1,2.739925
1.0,1,2.741674
1.0,1,2.743433
1.0,1,2.745216
1.0,1,2.74706
1.0,1,2.748929
1.0,1,2.751085
1.0,1,2.752934
1.0,1,2.754756
1.0,1,2.756367
1.0,1,2.758196
1.0,1,2.759991
1.0,1,2.761804
1.0,1,2.763564
1.0,1,2.765306
1.0,1,2.767018
1.0,1,2.76872
1.0,1,2.770455
1.0,1,2.772177
1.0,1,2.77391
1.0,1,2.775656
1.0,1,2.77739
1.0,1,2.779141
1.0,1,2.78097
1.0,1,2.782763
1.0,1,2.78448
1.0,1,2.786225
1.0,1,2.788162
1.0,1,2.790095
1.0,1,2.792022
1.0,1,2.794036
1.0,1,2.79599
1.0,1,2.798085
1.0,1,2.800137
1.0,1,2.802059
1.0,1,2.804047
1.0,1,2.806015
1.0,1,2.807842
1.0,1,2.809727
1.0,1,2.811553
1.0,1,2.813381
1.0,1,2.815148
1.0,1,2.816903
1.0,1,2.818684
1.0,1,2.82045
1.0,1,2.82232
1.0,1,2.824122
1.0,1,2.825916
1.0,1,2.827744
1.0,1,2.829583
1.0,1,2.834849
1.0,1,2.837214
1.0,1,2.839425
1.0,1,2.841417
1.0,1,2.843738
1.0,1,2.845982
1.0,1,2.848255
1.0,1,2.850086
1.0,1,2.851873
1.0,1,2.853644
1.0,1,2.855482
1.0,1,2.857289
1.0,1,2.859116
1.0,1,2.860911
1.0,1,2.86272
1.0,1,2.864493
1.0,1,2.866322
1.0,1,2.868118
1.0,1,2.869964
1.0,1,2.871829
1.0,1,2.873696
1.0,1,2.875549
1.0,1,2.877371
1.0,1,2.879179
1.0,1,2.88098
1.0,1,2.882743
1.0,1,2.88453
1.0,1,2.886361
1.0,1,2.888196
1.0,1,2.89001
1.0,1,2.891829
1.0,1,2.893658
1.0,1,2.895495
1.0,1,2.897385
1.0,1,2.89925
1.0,1,2.901128
1.0,1,2.902891
1.0,1,2.90466
1.0,1,2.906495
1.0,1,2.908279
1.0,1,2.910141
1.0,1,2.911973
1.0,1,2.91382
1.0,1,2.91566
1.0,1,2.917509
1.0,1,2.919271
1.0,1,2.921087
1.0,1,2.922855
1.0,1,2.924598
1.0,1,2.926409
1.0,1,2.928276
1.0,1,2.930081
1.0,1,2.931911
1.0,1,2.933776
1.0,1,2.935567
1.0,1,2.937325
1.0,1,2.939116
1.0,1,2.940881
1.0,1,2.942637
1.0,1,2.944648
1.0,1,2.946286
1.0,1,2.948151
1.0,1,2.949955
1.0,1,2.951811
1.0,1,2.953583
1.0,1,2.95537
1.0,1,2.957148
1.0,1,2.958939
1.0,1,2.960732
1.0,1,2.962514
1.0,1,2.964305
1.0,1,2.9661
1.0,1,2.967878
1.0,1,2.969754
1.0,1,2.971557
1.0,1,2.973301
1.0,1,2.975089
1.0,1,2.976879
1.0,1,2.978639
1.0,1,2.980456
1.0,1,2.982236
1.0,1,2.984021
1.0,1,2.985789
1.0,1,2.98753
1.0,1,2.989282
1.0,1,2.991056
1.0,1,2.993259
1.0,1,2.995069
1.0,1,2.996943
1.0,1,2.998817
1.0,1,3.000921
1.0,1,3.002482
1.0,1,3.00448
1.0,1,3.006341
1.0,1,3.008223
1.0,1,3.010109
1.0,1,3.012131
1.0,1,3.014107
1.0,1,3.016054
1.0,1,3.017997
1.0,1,3.019814
1.0,1,3.021621
1.0,1,3.023404
1.0,1,3.025355
1.0,1,3.027233
1.0,1,3.029044
1.0,1,3.030879
1.0,1,3.032652
1.0,1,3.034497
1.0,1,3.036294
1.0,1,3.038069
1.0,1,3.039821
1.0,1,3.041736
1.0,1,3.043595
1.0,1,3.045488
1.0,1,3.047517
1.0,1,3.049629
1.0,1,3.051657
1.0,1,3.053691
1.0,1,3.055522
1.0,1,3.057436
1.0,1,3.059268
1.0,1,3.061084
1.0,1,3.062879
1.0,1,3.064677
1.0,1,3.066483
1.0,1,3.06826
1.0,1,3.070019
1.0,1,3.071758
1.0,1,3.073569
1.0,1,3.075367
1.0,1,3.077155
1.0,1,3.078922
1.0,1,3.080684
1.0,1,3.082475
1.0,1,3.084312
1.0,1,3.086171
1.0,1,3.088048
1.0,1,3.089944
1.0,1,3.091786
1.0,1,3.093635
1.0,1,3.095468
1.0,1,3.097313
1.0,1,3.099139
1.0,1,3.10099
1.0,1,3.102831
1.0,1,3.10466
1.0,1,3.106516
1.0,1,3.108357
1.0,1,3.110532
1.0,1,3.112774
1.0,1,3.115052
1.0,1,3.116772
1.0,1,3.118483
1.0,1,3.120919
1.0,1,3.122636
1.0,1,3.124185
1.0,1,3.12601
1.0,1,3.127828
1.0,1,3.129665
1.0,1,3.1317
1.0,1,3.133572
1.0,1,3.135462
1.0,1,3.137368
1.0,1,3.139232
1.0,1,3.141105
1.0,1,3.142852
1.0,1,3.144598
1.0,1,3.146435
1.0,1,3.148205
1.0,1,3.149997
1.0,1,3.151812
1.0,1,3.153626
1.0,1,3.155669
1.0,1,3.157489
1.0,1,3.159312
1.0,1,3.161096
1.0,1,3.162955
1.0,1,3.164768
1.0,1,3.166578
1.0,1,3.168402
1.0,1,3.170176
1.0,1,3.171897
1.0,1,3.173662
1.0,1,3.175481
1.0,1,3.177325
1.0,1,3.179128
1.0,1,3.180969
1.0,1,3.182753
1.0,1,3.184569
1.0,1,3.18645
1.0,1,3.188271
1.0,1,3.190103
1.0,1,3.191954
1.0,1,3.193813
1.0,1,3.195584
1.0,1,3.197358
1.0,1,3.199136
1.0,1,3.200909
1.0,1,3.202703
1.0,1,3.204562
1.0,1,3.206432
1.0,1,3.208289
1.0,1,3.210116
1.0,1,3.212165
1.0,1,3.213997
1.0,1,3.215887
1.0,1,3.217763
1.0,1,3.21962
1.0,1,3.221477
1.0,1,3.223303
1.0,1,3.225131
1.0,1,3.226998
1.0,1,3.228823
1.0,1,3.23058
1.0,1,3.232411
1.0,1,3.23541
1.0,1,3.237079
1.0,1,3.239371
1.0,1,3.242014
1.0,1,3.244261
1.0,1,3.246518
1.0,1,3.24863
1.0,1,3.250078
1.0,1,3.25203
1.0,1,3.25395
1.0,1,3.255814
1.0,1,3.25767
1.0,1,3.259541
1.0,1,3.261378
1.0,1,3.26321
1.0,1,3.26504
1.0,1,3.266953
1.0,1,3.268776
1.0,1,3.270641
1.0,1,3.272497
1.0,1,3.274291
1.0,1,3.27605
1.0,1,3.277797
1.0,1,3.279544
1.0,1,3.281315
1.0,1,3.283177
1.0,1,3.285042
1.0,1,3.286873
1.0,1,3.288706
1.0,1,3.290515
1.0,1,3.292255
1.0,1,3.293988
1.0,1,3.295719
1.0,1,3.297442
1.0,1,3.299214
1.0,1,3.300947
1.0,1,3.302688
1.0,1,3.304351
1.0,1,3.306087
1.0,1,3.307852
1.0,1,3.30962
1.0,1,3.311405
1.0,1,3.313191
1.0,1,3.314978
1.0,1,3.31683
1.0,1,3.31867
1.0,1,3.320494
1.0,1,3.322342
1.0,1,3.324179
1.0,1,3.326042
1.0,1,3.327908
1.0,1,3.329756
1.0,1,3.33162
1.0,1,3.333475
1.0,1,3.335308
1.0,1,3.337138
1.0,1,3.338971
1.0,1,3.340776
1.0,1,3.342587
1.0,1,3.344336
1.0,1,3.346111
1.0,1,3.347855
1.0,1,3.349598
1.0,1,3.35133
1.0,1,3.353375
1.0,1,3.354934
1.0,1,3.356676
1.0,1,3.358457
1.0,1,3.360222
1.0,1,3.362104
1.0,1,3.363955
1.0,1,3.365792
1.0,1,3.367628
1.0,1,3.369525
1.0,1,3.371479
1.0,1,3.373324
1.0,1,3.375149
1.0,1,3.376999
1.0,1,3.37883
1.0,1,3.380588
1.0,1,3.382432
1.0,1,3.384192
1.0,1,3.385936
1.0,1,3.387802
1.0,1,3.389586
1.0,1,3.391382
1.0,1,3.393514
1.0,1,3.395141
1.0,1,3.397025
1.0,1,3.398909
1.0,1,3.400698
1.0,1,3.402498
1.0,1,3.404317
1.0,1,3.406132
1.0,1,3.407976
1.0,1,3.409847
1.0,1,3.41172
1.0,1,3.413569
1.0,1,3.415404
1.0,1,3.417272
1.0,1,3.419154
1.0,1,3.421009
1.0,1,3.422798
1.0,1,3.424543
1.0,1,3.426316
1.0,1,3.428268
1.0,1,3.430679
1.0,1,3.432985
1.0,1,3.435241
1.0,1,3.437606
1.0,1,3.439365
1.0,1,3.441097
1.0,1,3.442873
1.0,1,3.444616
1.0,1,3.446363
1.0,1,3.448103
1.0,1,3.449916
1.0,1,3.45168
1.0,1,3.453465
1.0,1,3.455251
1.0,1,3.457173
1.0,1,3.459073
1.0,1,3.460946
1.0,1,3.462801
1.0,1,3.464685
1.0,1,3.46655
1.0,1,3.468417
1.0,1,3.470227
1.0,1,3.472094
1.0,1,3.473997
1.0,1,3.475861
1.0,1,3.477736
1.0,1,3.479598
1.0,1,3.481477
1.0,1,3.483262
1.0,1,3.485069
1.0,1,3.486856
1.0,1,3.488605
1.0,1,3.490526
1.0,1,3.492407
1.0,1,3.494315
1.0,1,3.496183
1.0,1,3.498017
1.0,1,3.499874
1.0,1,3.501707
1.0,1,3.503502
1.0,1,3.505273
1.0,1,3.507072
1.0,1,3.508982
1.0,1,3.51086
1.0,1,3.512738
1.0,1,3.515005
1.0,1,3.516515
1.0,1,3.518276
1.0,1,3.5201
1.0,1,3.521917
1.0,1,3.523696
1.0,1,3.525581
1.0,1,3.527442
1.0,1,3.529299
1.0,1,3.531177
1.0,1,3.533065
1.0,1,3.534834
1.0,1,3.536626
1.0,1,3.538459
1.0,1,3.54023
1.0,1,3.542025
1.0,1,3.543805
1.0,1,3.545605
1.0,1,3.547453
1.0,1,3.549325
1.0,1,3.551187
1.0,1,3.55309
1.0,1,3.555005
1.0,1,3.556937
1.0,1,3.558842
1.0,1,3.560664
1.0,1,3.562488
1.0,1,3.56431
1.0,1,3.566107
1.0,1,3.567976
1.0,1,3.569852
1.0,1,3.571763
1.0,1,3.573632
1.0,1,3.575507
1.0,1,3.57738
1.0,1,3.579255
1.0,1,3.581019
1.0,1,3.582741
1.0,1,3.584446
1.0,1,3.586207
1.0,1,3.587993
1.0,1,3.589815
1.0,1,3.591589
1.0,1,3.593406
1.0,1,3.59539
1.0,1,3.597271
1.0,1,3.599162
1.0,1,3.601038
1.0,1,3.602921
1.0,1,3.604794
1.0,1,3.606634
1.0,1,3.608418
1.0,1,3.61019
1.0,1,3.612006
1.0,1,3.613809
1.0,1,3.615599
1.0,1,3.617371
1.0,1,3.619193
1.0,1,3.621036
1.0,1,3.622868
1.0,1,3.624635
1.0,1,3.6264
1.0,1,3.628244
1.0,1,3.630047
1.0,1,3.631873
1.0,1,3.633692
1.0,1,3.635467
1.0,1,3.637491
1.0,1,3.639254
1.0,1,3.641124
1.0,1,3.642989
1.0,1,3.645078
1.0,1,3.646713
1.0,1,3.648555
1.0,1,3.650885
1.0,1,3.653674
1.0,1,3.655728
1.0,1,3.657224
1.0,1,3.659212
1.0,1,3.661205
1.0,1,3.663159
1.0,1,3.665127
1.0,1,3.66697
1.0,1,3.669068
1.0,1,3.670678
1.0,1,3.672528
1.0,1,3.674361
1.0,1,3.676208
1.0,1,3.678074
1.0,1,3.679927
1.0,1,3.681756
1.0,1,3.68355
1.0,1,3.685349
1.0,1,3.687117
1.0,1,3.688902
1.0,1,3.690644
1.0,1,3.692474
1.0,1,3.694346
1.0,1,3.696197
1.0,1,3.697987
1.0,1,3.699867
1.0,1,3.701718
1.0,1,3.703535
1.0,1,3.705359
1.0,1,3.707162
1.0,1,3.709001
1.0,1,3.710849
1.0,1,3.712862
1.0,1,3.71475
1.0,1,3.716628
1.0,1,3.718493
1.0,1,3.720324
1.0,1,3.722109
1.0,1,3.723972
1.0,1,3.725863
1.0,1,3.727667
1.0,1,3.72947
1.0,1,3.731257
1.0,1,3.733051
1.0,1,3.734823
1.0,1,3.73663
1.0,1,3.738495
1.0,1,3.740344
1.0,1,3.742307
1.0,1,3.744156
1.0,1,3.746001
1.0,1,3.747807
1.0,1,3.749665
1.0,1,3.7515
1.0,1,3.753356
1.0,1,3.755462
1.0,1,3.757061
1.0,1,3.758891
1.0,1,3.760749
1.0,1,3.762532
1.0,1,3.764328
1.0,1,3.766306
1.0,1,3.768114
1.0,1,3.769928
1.0,1,3.771759
1.0,1,3.773344
1.0,1,3.775165
1.0,1,3.776986
1.0,1,3.778772
1.0,1,3.780538
1.0,1,3.782369
1.0,1,3.784214
1.0,1,3.786007
1.0,1,3.787771
1.0,1,3.78953
1.0,1,3.791269
1.0,1,3.793011
1.0,1,3.79517
1.0,1,3.79717
1.0,1,3.798675
1.0,1,3.800514
1.0,1,3.802371
1.0,1,3.804173
1.0,1,3.805875
1.0,1,3.807626
1.0,1,3.809357
1.0,1,3.811096
1.0,1,3.81286
1.0,1,3.814602
1.0,1,3.81629
1.0,1,3.818046
1.0,1,3.819785
1.0,1,3.821597
1.0,1,3.823421
1.0,1,3.825288
1.0,1,3.82711
1.0,1,3.82899
1.0,1,3.834546
1.0,1,3.836933
1.0,1,3.838725
1.0,1,3.840449
1.0,1,3.842149
1.0,1,3.843778
1.0,1,3.845964
1.0,1,3.848813
1.0,1,3.850419
1.0,1,3.85263
1.0,1,3.85462
1.0,1,3.8566
1.0,1,3.858653
1.0,1,3.860794
1.0,1,3.862927
1.0,1,3.865087
1.0,1,3.867208
1.0,1,3.869316
1.0,1,3.871301
1.0,1,3.88868
1.0,1,3.89062
1.0,1,3.892416
1.0,1,3.894132
1.0,1,3.895755
1.0,1,3.897426
1.0,1,3.899126
1.0,1,3.901723
1.0,1,3.904442
1.0,1,3.906044
1.0,1,3.908119
1.0,1,3.910322
1.0,1,3.912642
1.0,1,3.915299
1.0,1,3.917976
